診療科名,診療受付区分,予約フラグ,曜日,件数
乳腺外科,病院到着,枠あり予約,0,1
乳腺外科,病院到着,枠あり予約,1,4
乳腺外科,病院到着,枠あり予約,4,2
乳腺外科,病院到着,枠あり予約,6,2
乳腺外科,病院到着,枠なし予約,2,1
乳腺外科,病院到着,枠なし予約,4,2
乳腺外科,病院到着,枠なし予約,6,1
乳腺外科,病院到着,,0,1
乳腺外科,病院到着,,4,1
乳腺外科,終了,枠あり予約,0,368
乳腺外科,終了,枠あり予約,1,444
乳腺外科,終了,枠あり予約,2,374
乳腺外科,終了,枠あり予約,3,97
乳腺外科,終了,枠あり予約,4,236
乳腺外科,終了,枠あり予約,6,1
乳腺外科,終了,枠なし予約,0,63
乳腺外科,終了,枠なし予約,1,19
乳腺外科,終了,枠なし予約,2,5
乳腺外科,終了,枠なし予約,3,18
乳腺外科,終了,枠なし予約,4,64
乳腺外科,終了,,0,1
乳腺外科,終了,,1,6
乳腺外科,終了,,2,1
乳腺外科,終了,,3,1
健診センター,未来院,枠あり予約,1,2
健診センター,未来院,枠あり予約,2,7
健診センター,未来院,枠あり予約,3,3
健診センター,病院到着,枠あり予約,1,3
健診センター,病院到着,枠あり予約,2,11
健診センター,終了,枠あり予約,1,19
健診センター,終了,枠あり予約,2,9
健診センター,終了,枠あり予約,3,12
健診センター,終了,枠あり予約,4,10
健診センター,終了,枠なし予約,2,1
入退院支援センター,終了,枠あり予約,0,159
入退院支援センター,終了,枠あり予約,1,145
入退院支援センター,終了,枠あり予約,2,130
入退院支援センター,終了,枠あり予約,3,125
入退院支援センター,終了,枠あり予約,4,100
入退院支援センター,終了,枠なし予約,0,7
入退院支援センター,終了,枠なし予約,1,3
入退院支援センター,終了,枠なし予約,2,17
入退院支援センター,終了,枠なし予約,3,29
入退院支援センター,終了,枠なし予約,4,8
内科,保留,枠あり予約,0,6
内科,保留,枠あり予約,1,3
内科,保留,枠あり予約,2,1
内科,保留,枠あり予約,3,1
内科,保留,枠あり予約,4,2
内科,保留,枠あり予約,5,2
内科,保留,枠あり予約,6,3
内科,未来院,枠なし予約,4,1
内科,病院到着,枠あり予約,0,6
内科,病院到着,枠あり予約,1,13
内科,病院到着,枠あり予約,2,7
内科,病院到着,枠あり予約,3,7
内科,病院到着,枠あり予約,4,9
内科,病院到着,枠あり予約,5,7
内科,病院到着,枠あり予約,6,17
内科,病院到着,枠なし予約,4,1
内科,病院到着,枠なし予約,5,2
内科,病院到着,枠なし予約,6,1
内科,終了,枠あり予約,0,38
内科,終了,枠あり予約,1,16
内科,終了,枠あり予約,2,35
内科,終了,枠あり予約,3,26
内科,終了,枠あり予約,4,40
内科,終了,枠あり予約,5,57
内科,終了,枠あり予約,6,63
内科,診察中,枠あり予約,0,1
内科,診察中,枠あり予約,1,2
内科,診察中,枠あり予約,2,1
内科,診察中,枠あり予約,3,1
内科,診察中,枠あり予約,5,1
内科,診察中,枠あり予約,6,1
呼吸器内科,6,枠あり予約,0,1
呼吸器内科,保留,枠なし予約,1,1
呼吸器内科,未来院,枠あり予約,0,12
呼吸器内科,未来院,枠あり予約,1,21
呼吸器内科,未来院,枠あり予約,2,6
呼吸器内科,未来院,枠あり予約,3,18
呼吸器内科,未来院,枠あり予約,4,8
呼吸器内科,未来院,枠なし予約,1,1
呼吸器内科,未来院,枠なし予約,2,1
呼吸器内科,病院到着,枠あり予約,0,2
呼吸器内科,病院到着,枠あり予約,2,1
呼吸器内科,病院到着,枠あり予約,4,1
呼吸器内科,病院到着,枠なし予約,1,1
呼吸器内科,病院到着,枠なし予約,5,1
呼吸器内科,終了,枠あり予約,0,224
呼吸器内科,終了,枠あり予約,1,386
呼吸器内科,終了,枠あり予約,2,209
呼吸器内科,終了,枠あり予約,3,262
呼吸器内科,終了,枠あり予約,4,161
呼吸器内科,終了,枠なし予約,0,38
呼吸器内科,終了,枠なし予約,1,34
呼吸器内科,終了,枠なし予約,2,25
呼吸器内科,終了,枠なし予約,3,24
呼吸器内科,終了,枠なし予約,4,15
呼吸器内科,終了,枠なし予約,5,1
呼吸器内科,終了,,0,1
呼吸器外科,未来院,枠あり予約,2,3
呼吸器外科,未来院,枠あり予約,4,1
呼吸器外科,病院到着,枠あり予約,1,1
呼吸器外科,病院到着,枠あり予約,4,1
呼吸器外科,終了,枠あり予約,0,46
呼吸器外科,終了,枠あり予約,2,45
呼吸器外科,終了,枠あり予約,3,84
呼吸器外科,終了,枠あり予約,4,2
呼吸器外科,終了,枠なし予約,0,5
呼吸器外科,終了,枠なし予約,2,7
呼吸器外科,終了,枠なし予約,3,4
呼吸器外科,終了,,0,1
外来手術室,未来院,枠あり予約,0,10
外来手術室,未来院,枠あり予約,1,10
外来手術室,未来院,枠あり予約,2,6
外来手術室,未来院,枠あり予約,3,2
外来手術室,未来院,枠あり予約,4,4
外来手術室,未来院,枠なし予約,1,1
外来手術室,未来院,枠なし予約,2,1
外来手術室,病院到着,枠あり予約,0,1
外来手術室,病院到着,枠あり予約,1,1
外来手術室,病院到着,枠あり予約,2,1
外来手術室,病院到着,枠あり予約,3,1
外来手術室,病院到着,枠あり予約,4,1
外来手術室,病院到着,枠なし予約,1,1
外来手術室,終了,枠あり予約,0,100
外来手術室,終了,枠あり予約,1,59
外来手術室,終了,枠あり予約,2,76
外来手術室,終了,枠あり予約,3,100
外来手術室,終了,枠あり予約,4,39
外来手術室,終了,枠なし予約,0,3
外来手術室,終了,枠なし予約,1,8
外来手術室,終了,枠なし予約,2,9
外来手術室,終了,枠なし予約,3,4
外来手術室,終了,枠なし予約,4,5
小児科,7,枠あり予約,0,1
小児科,7,枠なし予約,0,1
小児科,保留,枠あり予約,0,1
小児科,保留,枠あり予約,1,1
小児科,保留,枠あり予約,2,1
小児科,保留,枠あり予約,6,2
小児科,未来院,枠あり予約,0,13
小児科,未来院,枠あり予約,1,14
小児科,未来院,枠あり予約,2,7
小児科,未来院,枠あり予約,3,11
小児科,未来院,枠あり予約,4,6
小児科,未来院,枠なし予約,0,1
小児科,未来院,枠なし予約,1,1
小児科,未来院,枠なし予約,3,2
小児科,未来院,枠なし予約,4,1
小児科,病院到着,枠あり予約,0,1
小児科,病院到着,枠あり予約,1,3
小児科,病院到着,枠あり予約,2,2
小児科,病院到着,枠あり予約,3,2
小児科,病院到着,枠あり予約,4,1
小児科,病院到着,枠あり予約,5,2
小児科,病院到着,枠あり予約,6,1
小児科,病院到着,枠なし予約,3,1
小児科,終了,枠あり予約,0,143
小児科,終了,枠あり予約,1,88
小児科,終了,枠あり予約,2,96
小児科,終了,枠あり予約,3,76
小児科,終了,枠あり予約,4,60
小児科,終了,枠あり予約,5,2
小児科,終了,枠あり予約,6,9
小児科,終了,枠なし予約,0,9
小児科,終了,枠なし予約,1,16
小児科,終了,枠なし予約,2,9
小児科,終了,枠なし予約,3,12
小児科,終了,枠なし予約,4,7
小児科,終了,,2,1
小児科,終了,,3,2
小児科,終了,,4,2
小児科,診察中,枠あり予約,3,1
小児科,診察中,枠なし予約,4,1
形成外科,7,枠あり予約,0,2
形成外科,保留,枠あり予約,4,1
形成外科,未来院,枠あり予約,0,8
形成外科,未来院,枠あり予約,1,4
形成外科,未来院,枠あり予約,2,2
形成外科,未来院,枠あり予約,3,5
形成外科,未来院,枠あり予約,4,5
形成外科,未来院,枠なし予約,0,1
形成外科,未来院,枠なし予約,1,3
形成外科,未来院,枠なし予約,4,1
形成外科,病院到着,枠あり予約,1,1
形成外科,病院到着,枠なし予約,2,2
形成外科,終了,枠あり予約,0,96
形成外科,終了,枠あり予約,1,118
形成外科,終了,枠あり予約,2,23
形成外科,終了,枠あり予約,3,117
形成外科,終了,枠あり予約,4,107
形成外科,終了,枠なし予約,0,34
形成外科,終了,枠なし予約,1,29
形成外科,終了,枠なし予約,2,14
形成外科,終了,枠なし予約,3,26
形成外科,終了,枠なし予約,4,19
形成外科,終了,,1,1
形成外科,終了,,3,1
形成外科,終了,,4,1
循環器内科,7,枠あり予約,4,1
循環器内科,保留,枠あり予約,1,2
循環器内科,保留,枠あり予約,4,1
循環器内科,保留,枠あり予約,6,2
循環器内科,保留,枠なし予約,0,2
循環器内科,保留,枠なし予約,4,1
循環器内科,未来院,枠あり予約,0,11
循環器内科,未来院,枠あり予約,1,5
循環器内科,未来院,枠あり予約,2,12
循環器内科,未来院,枠あり予約,3,14
循環器内科,未来院,枠あり予約,4,5
循環器内科,未来院,枠なし予約,0,1
循環器内科,未来院,枠なし予約,1,1
循環器内科,未来院,枠なし予約,2,1
循環器内科,未来院,枠なし予約,4,1
循環器内科,病院到着,枠あり予約,0,4
循環器内科,病院到着,枠あり予約,1,1
循環器内科,病院到着,枠あり予約,2,3
循環器内科,病院到着,枠あり予約,3,2
循環器内科,病院到着,枠あり予約,5,1
循環器内科,病院到着,枠あり予約,6,2
循環器内科,病院到着,枠なし予約,0,1
循環器内科,病院到着,枠なし予約,3,1
循環器内科,病院到着,枠なし予約,4,1
循環器内科,終了,枠あり予約,0,325
循環器内科,終了,枠あり予約,1,243
循環器内科,終了,枠あり予約,2,307
循環器内科,終了,枠あり予約,3,252
循環器内科,終了,枠あり予約,4,216
循環器内科,終了,枠あり予約,5,4
循環器内科,終了,枠あり予約,6,3
循環器内科,終了,枠なし予約,0,42
循環器内科,終了,枠なし予約,1,30
循環器内科,終了,枠なし予約,2,29
循環器内科,終了,枠なし予約,3,24
循環器内科,終了,枠なし予約,4,16
心臓血管外科,未来院,枠あり予約,1,7
心臓血管外科,未来院,枠あり予約,4,8
心臓血管外科,未来院,枠なし予約,0,1
心臓血管外科,未来院,枠なし予約,1,1
心臓血管外科,未来院,枠なし予約,2,1
心臓血管外科,未来院,枠なし予約,4,1
心臓血管外科,病院到着,枠あり予約,4,1
心臓血管外科,病院到着,枠なし予約,0,3
心臓血管外科,終了,枠あり予約,1,54
心臓血管外科,終了,枠あり予約,4,73
心臓血管外科,終了,枠なし予約,1,6
心臓血管外科,終了,枠なし予約,4,10
感染症,未来院,枠あり予約,0,4
感染症,未来院,枠なし予約,0,1
感染症,未来院,枠なし予約,1,1
感染症,未来院,枠なし予約,2,1
感染症,未来院,枠なし予約,3,1
感染症,未来院,枠なし予約,4,2
感染症,病院到着,枠あり予約,3,1
感染症,病院到着,枠なし予約,0,2
感染症,病院到着,枠なし予約,1,1
感染症,終了,枠あり予約,1,4
感染症,終了,枠あり予約,2,1
感染症,終了,枠あり予約,4,3
感染症,終了,枠なし予約,0,1
感染症,終了,枠なし予約,1,1
感染症,終了,枠なし予約,2,3
感染症,終了,枠なし予約,4,2
放射線治療科,7,枠あり予約,1,1
放射線治療科,7,枠なし予約,3,1
放射線治療科,未来院,枠あり予約,0,1
放射線治療科,未来院,枠あり予約,1,7
放射線治療科,未来院,枠あり予約,2,8
放射線治療科,未来院,枠あり予約,3,8
放射線治療科,未来院,枠あり予約,4,5
放射線治療科,未来院,枠なし予約,0,3
放射線治療科,病院到着,枠あり予約,0,2
放射線治療科,病院到着,枠あり予約,1,5
放射線治療科,病院到着,枠あり予約,2,2
放射線治療科,病院到着,枠あり予約,3,8
放射線治療科,病院到着,枠あり予約,4,2
放射線治療科,病院到着,枠なし予約,0,3
放射線治療科,病院到着,枠なし予約,4,3
放射線治療科,終了,枠あり予約,0,186
放射線治療科,終了,枠あり予約,1,158
放射線治療科,終了,枠あり予約,2,168
放射線治療科,終了,枠あり予約,3,104
放射線治療科,終了,枠あり予約,4,121
放射線治療科,終了,枠なし予約,0,30
放射線治療科,終了,枠なし予約,1,49
放射線治療科,終了,枠なし予約,2,37
放射線治療科,終了,枠なし予約,3,26
放射線治療科,終了,枠なし予約,4,18
放射線診断科,病院到着,枠なし予約,4,1
救急科,保留,枠あり予約,0,1
救急科,保留,枠あり予約,1,6
救急科,保留,枠あり予約,2,2
救急科,保留,枠あり予約,3,2
救急科,保留,枠あり予約,4,1
救急科,保留,枠あり予約,5,1
救急科,未来院,枠なし予約,5,1
救急科,未来院,枠なし予約,6,1
救急科,病院到着,枠あり予約,0,15
救急科,病院到着,枠あり予約,1,20
救急科,病院到着,枠あり予約,2,15
救急科,病院到着,枠あり予約,3,15
救急科,病院到着,枠あり予約,4,13
救急科,病院到着,枠あり予約,5,11
救急科,病院到着,枠あり予約,6,15
救急科,病院到着,枠なし予約,2,4
救急科,病院到着,枠なし予約,3,1
救急科,病院到着,枠なし予約,4,1
救急科,終了,枠あり予約,0,39
救急科,終了,枠あり予約,1,24
救急科,終了,枠あり予約,2,33
救急科,終了,枠あり予約,3,28
救急科,終了,枠あり予約,4,31
救急科,終了,枠あり予約,5,31
救急科,終了,枠あり予約,6,25
救急科,診察中,枠あり予約,0,1
救急科,診察中,枠あり予約,1,2
救急科,診察中,枠あり予約,2,2
整形外科,7,枠あり予約,3,1
整形外科,7,枠あり予約,4,1
整形外科,保留,枠あり予約,0,1
整形外科,保留,枠あり予約,6,2
整形外科,未来院,枠あり予約,0,23
整形外科,未来院,枠あり予約,1,29
整形外科,未来院,枠あり予約,2,9
整形外科,未来院,枠あり予約,3,19
整形外科,未来院,枠あり予約,4,11
整形外科,未来院,枠なし予約,0,7
整形外科,未来院,枠なし予約,1,6
整形外科,未来院,枠なし予約,2,1
整形外科,未来院,枠なし予約,3,2
整形外科,未来院,枠なし予約,4,3
整形外科,病院到着,枠あり予約,0,2
整形外科,病院到着,枠あり予約,1,2
整形外科,病院到着,枠あり予約,2,4
整形外科,病院到着,枠あり予約,3,1
整形外科,病院到着,枠あり予約,4,3
整形外科,病院到着,枠あり予約,6,1
整形外科,病院到着,枠なし予約,0,1
整形外科,病院到着,枠なし予約,2,3
整形外科,病院到着,枠なし予約,3,4
整形外科,病院到着,枠なし予約,4,2
整形外科,終了,枠あり予約,0,343
整形外科,終了,枠あり予約,1,558
整形外科,終了,枠あり予約,2,271
整形外科,終了,枠あり予約,3,338
整形外科,終了,枠あり予約,4,271
整形外科,終了,枠あり予約,5,2
整形外科,終了,枠あり予約,6,6
整形外科,終了,枠なし予約,0,29
整形外科,終了,枠なし予約,1,69
整形外科,終了,枠なし予約,2,21
整形外科,終了,枠なし予約,3,35
整形外科,終了,枠なし予約,4,45
整形外科,終了,,1,1
整形外科,診察中,枠なし予約,4,1
歯科口腔外科,7,枠あり予約,2,2
歯科口腔外科,7,枠なし予約,2,1
歯科口腔外科,保留,枠あり予約,3,2
歯科口腔外科,保留,枠あり予約,4,1
歯科口腔外科,保留,,3,3
歯科口腔外科,未来院,枠あり予約,0,11
歯科口腔外科,未来院,枠あり予約,1,9
歯科口腔外科,未来院,枠あり予約,2,5
歯科口腔外科,未来院,枠あり予約,3,5
歯科口腔外科,未来院,枠あり予約,4,4
歯科口腔外科,未来院,枠なし予約,1,3
歯科口腔外科,未来院,枠なし予約,3,1
歯科口腔外科,未来院,枠なし予約,4,2
歯科口腔外科,病院到着,枠あり予約,5,3
歯科口腔外科,病院到着,枠あり予約,6,1
歯科口腔外科,病院到着,枠なし予約,0,3
歯科口腔外科,病院到着,枠なし予約,1,1
歯科口腔外科,病院到着,枠なし予約,4,2
歯科口腔外科,病院到着,枠なし予約,5,2
歯科口腔外科,病院到着,枠なし予約,6,1
歯科口腔外科,病院到着,,1,1
歯科口腔外科,病院到着,,3,1
歯科口腔外科,終了,枠あり予約,0,237
歯科口腔外科,終了,枠あり予約,1,223
歯科口腔外科,終了,枠あり予約,2,112
歯科口腔外科,終了,枠あり予約,3,224
歯科口腔外科,終了,枠あり予約,4,92
歯科口腔外科,終了,枠なし予約,0,41
歯科口腔外科,終了,枠なし予約,1,44
歯科口腔外科,終了,枠なし予約,2,42
歯科口腔外科,終了,枠なし予約,3,29
歯科口腔外科,終了,枠なし予約,4,27
歯科口腔外科,終了,,0,11
歯科口腔外科,終了,,1,12
歯科口腔外科,終了,,2,3
歯科口腔外科,終了,,3,6
歯科口腔外科,診察中,枠あり予約,4,1
歯科口腔外科,診察中,枠なし予約,4,1
歯科口腔外科,診察中,,3,1
泌尿器科,6,枠あり予約,3,1
泌尿器科,7,枠あり予約,0,1
泌尿器科,7,枠なし予約,4,1
泌尿器科,保留,枠あり予約,6,1
泌尿器科,保留,枠なし予約,0,1
泌尿器科,保留,枠なし予約,2,3
泌尿器科,未来院,枠あり予約,0,49
泌尿器科,未来院,枠あり予約,1,41
泌尿器科,未来院,枠あり予約,2,33
泌尿器科,未来院,枠あり予約,3,21
泌尿器科,未来院,枠あり予約,4,18
泌尿器科,未来院,枠なし予約,0,7
泌尿器科,未来院,枠なし予約,1,8
泌尿器科,未来院,枠なし予約,2,12
泌尿器科,未来院,枠なし予約,3,4
泌尿器科,未来院,枠なし予約,4,7
泌尿器科,病院到着,枠あり予約,0,2
泌尿器科,病院到着,枠あり予約,1,2
泌尿器科,病院到着,枠あり予約,2,2
泌尿器科,病院到着,枠あり予約,4,2
泌尿器科,病院到着,枠あり予約,5,1
泌尿器科,病院到着,枠なし予約,0,4
泌尿器科,病院到着,枠なし予約,1,6
泌尿器科,病院到着,枠なし予約,2,6
泌尿器科,病院到着,枠なし予約,3,1
泌尿器科,病院到着,枠なし予約,4,8
泌尿器科,終了,枠あり予約,0,655
泌尿器科,終了,枠あり予約,1,622
泌尿器科,終了,枠あり予約,2,747
泌尿器科,終了,枠あり予約,3,115
泌尿器科,終了,枠あり予約,4,487
泌尿器科,終了,枠あり予約,5,1
泌尿器科,終了,枠なし予約,0,203
泌尿器科,終了,枠なし予約,1,213
泌尿器科,終了,枠なし予約,2,231
泌尿器科,終了,枠なし予約,3,34
泌尿器科,終了,枠なし予約,4,137
消化器内科,6,枠あり予約,1,1
消化器内科,6,枠あり予約,2,1
消化器内科,保留,枠あり予約,0,1
消化器内科,保留,枠なし予約,1,1
消化器内科,未来院,枠あり予約,0,22
消化器内科,未来院,枠あり予約,1,11
消化器内科,未来院,枠あり予約,2,14
消化器内科,未来院,枠あり予約,3,15
消化器内科,未来院,枠あり予約,4,12
消化器内科,未来院,枠なし予約,0,1
消化器内科,未来院,枠なし予約,2,1
消化器内科,未来院,枠なし予約,3,1
消化器内科,未来院,枠なし予約,4,1
消化器内科,病院到着,枠あり予約,1,1
消化器内科,病院到着,枠あり予約,2,1
消化器内科,病院到着,枠あり予約,3,1
消化器内科,病院到着,枠あり予約,5,1
消化器内科,病院到着,枠なし予約,0,1
消化器内科,病院到着,枠なし予約,2,2
消化器内科,病院到着,枠なし予約,5,1
消化器内科,終了,枠あり予約,0,483
消化器内科,終了,枠あり予約,1,266
消化器内科,終了,枠あり予約,2,258
消化器内科,終了,枠あり予約,3,271
消化器内科,終了,枠あり予約,4,226
消化器内科,終了,枠なし予約,0,68
消化器内科,終了,枠なし予約,1,36
消化器内科,終了,枠なし予約,2,30
消化器内科,終了,枠なし予約,3,24
消化器内科,終了,枠なし予約,4,21
消化器内科,終了,,0,1
消化器内科,終了,,1,1
消化器内科,終了,,2,1
消化器内科,診察中,枠あり予約,1,1
消化器内科,診察中,枠なし予約,2,1
産婦人科,6,枠あり予約,0,1
産婦人科,未来院,枠あり予約,0,51
産婦人科,未来院,枠あり予約,1,15
産婦人科,未来院,枠あり予約,2,49
産婦人科,未来院,枠あり予約,3,12
産婦人科,未来院,枠あり予約,4,12
産婦人科,未来院,枠なし予約,0,18
産婦人科,未来院,枠なし予約,1,2
産婦人科,未来院,枠なし予約,2,32
産婦人科,未来院,枠なし予約,3,27
産婦人科,未来院,枠なし予約,4,34
産婦人科,病院到着,枠あり予約,0,2
産婦人科,病院到着,枠あり予約,1,9
産婦人科,病院到着,枠あり予約,2,2
産婦人科,病院到着,枠あり予約,3,4
産婦人科,病院到着,枠あり予約,4,7
産婦人科,病院到着,枠あり予約,5,8
産婦人科,病院到着,枠あり予約,6,11
産婦人科,病院到着,枠なし予約,4,1
