診療科名,曜日,時間帯ゾーン,初再診区分,件数
リウマチ膠原病内科,3,午後後半(15-17時),再診,2
リウマチ膠原病内科,4,午前(〜12時),再診,168
リウマチ膠原病内科,4,午前(〜12時),初診,5
リウマチ膠原病内科,4,午後前半(12-15時),再診,49
リウマチ膠原病内科,4,午後後半(15-17時),再診,3
一般消化器外科,0,午前(〜12時),再診,185
一般消化器外科,0,午前(〜12時),初診,10
一般消化器外科,0,午後前半(12-15時),再診,54
一般消化器外科,0,午後前半(12-15時),初診,5
一般消化器外科,0,午後後半(15-17時),再診,15
一般消化器外科,1,午前(〜12時),再診,213
一般消化器外科,1,午前(〜12時),初診,7
一般消化器外科,1,午後前半(12-15時),再診,27
一般消化器外科,1,午後後半(15-17時),再診,3
一般消化器外科,1,午後後半(15-17時),初診,1
一般消化器外科,1,夕方以降(17時〜),再診,1
一般消化器外科,2,午前(〜12時),再診,188
一般消化器外科,2,午前(〜12時),初診,9
一般消化器外科,2,午後前半(12-15時),再診,37
一般消化器外科,2,午後前半(12-15時),初診,2
一般消化器外科,2,午後後半(15-17時),再診,2
一般消化器外科,2,夕方以降(17時〜),再診,5
一般消化器外科,3,午前(〜12時),再診,239
一般消化器外科,3,午前(〜12時),初診,16
一般消化器外科,3,午後前半(12-15時),再診,61
一般消化器外科,3,午後前半(12-15時),初診,3
一般消化器外科,3,午後後半(15-17時),再診,8
一般消化器外科,3,午後後半(15-17時),初診,1
一般消化器外科,3,夕方以降(17時〜),初診,1
一般消化器外科,4,午前(〜12時),再診,48
一般消化器外科,4,午前(〜12時),初診,3
一般消化器外科,4,午後前半(12-15時),再診,4
一般消化器外科,4,午後後半(15-17時),再診,1
一般消化器外科,4,夕方以降(17時〜),再診,1
一般消化器外科,5,午前(〜12時),再診,3
一般消化器外科,5,午後後半(15-17時),再診,1
一般消化器外科,5,午後後半(15-17時),初診,1
一般消化器外科,6,午前(〜12時),再診,3
一般消化器外科,6,午後前半(12-15時),初診,1
中央処置室,0,午前(〜12時),再診,38
中央処置室,0,午後前半(12-15時),再診,6
中央処置室,1,午前(〜12時),再診,40
中央処置室,1,午後前半(12-15時),再診,7
中央処置室,1,午後後半(15-17時),再診,1
中央処置室,2,午前(〜12時),再診,17
中央処置室,2,午後前半(12-15時),再診,9
中央処置室,2,午後後半(15-17時),再診,1
中央処置室,3,午前(〜12時),再診,39
中央処置室,3,午後前半(12-15時),再診,8
中央処置室,3,夕方以降(17時〜),再診,1
中央処置室,4,午前(〜12時),再診,27
中央処置室,4,午後前半(12-15時),再診,2
乳腺外科,0,午前(〜12時),再診,385
乳腺外科,0,午前(〜12時),初診,6
乳腺外科,0,午後前半(12-15時),再診,60
乳腺外科,0,午後前半(12-15時),初診,2
乳腺外科,0,午後後半(15-17時),再診,6
乳腺外科,1,午前(〜12時),再診,353
乳腺外科,1,午前(〜12時),初診,13
乳腺外科,1,午後前半(12-15時),再診,118
乳腺外科,1,午後前半(12-15時),初診,6
乳腺外科,1,午後後半(15-17時),再診,6
乳腺外科,2,午前(〜12時),再診,336
乳腺外科,2,午前(〜12時),初診,8
乳腺外科,2,午後前半(12-15時),再診,52
乳腺外科,2,午後前半(12-15時),初診,3
乳腺外科,2,午後後半(15-17時),再診,2
乳腺外科,3,午前(〜12時),再診,88
乳腺外科,3,午前(〜12時),初診,8
乳腺外科,3,午後前半(12-15時),再診,22
乳腺外科,3,午後後半(15-17時),再診,3
乳腺外科,4,午前(〜12時),再診,265
乳腺外科,4,午前(〜12時),初診,8
乳腺外科,4,午後前半(12-15時),再診,45
乳腺外科,4,午後前半(12-15時),初診,1
乳腺外科,4,午後後半(15-17時),再診,4
乳腺外科,6,午前(〜12時),再診,2
乳腺外科,6,午後前半(12-15時),再診,2
健診センター,1,午前(〜12時),再診,19
健診センター,1,午後前半(12-15時),再診,5
健診センター,2,午前(〜12時),再診,24
健診センター,2,午後前半(12-15時),再診,4
健診センター,3,午前(〜12時),再診,15
健診センター,4,午前(〜12時),再診,10
入退院支援センター,0,午前(〜12時),再診,111
入退院支援センター,0,午後前半(12-15時),再診,52
入退院支援センター,0,午後後半(15-17時),再診,3
入退院支援センター,1,午前(〜12時),再診,94
入退院支援センター,1,午後前半(12-15時),再診,49
入退院支援センター,1,午後後半(15-17時),再診,5
入退院支援センター,2,午前(〜12時),再診,105
入退院支援センター,2,午後前半(12-15時),再診,38
入退院支援センター,2,午後後半(15-17時),再診,4
入退院支援センター,3,午前(〜12時),再診,115
入退院支援センター,3,午後前半(12-15時),再診,38
入退院支援センター,3,午後後半(15-17時),再診,1
入退院支援センター,4,午前(〜12時),再診,78
入退院支援センター,4,午後前半(12-15時),再診,23
入退院支援センター,4,午後後半(15-17時),再診,6
入退院支援センター,4,夕方以降(17時〜),再診,1
内科,0,午前(〜12時),再診,8
内科,0,午前(〜12時),初診,9
内科,0,午後前半(12-15時),再診,1
内科,0,午後前半(12-15時),初診,1
内科,0,午後後半(15-17時),再診,1
内科,0,夕方以降(17時〜),再診,13
内科,0,夕方以降(17時〜),初診,18
内科,1,午前(〜12時),再診,6
内科,1,午前(〜12時),初診,8
内科,1,午後前半(12-15時),初診,1
内科,1,夕方以降(17時〜),再診,8
内科,1,夕方以降(17時〜),初診,11
内科,2,午前(〜12時),再診,6
内科,2,午前(〜12時),初診,12
内科,2,午後前半(12-15時),再診,1
内科,2,午後後半(15-17時),再診,1
内科,2,午後後半(15-17時),初診,1
内科,2,夕方以降(17時〜),再診,10
内科,2,夕方以降(17時〜),初診,13
内科,3,午前(〜12時),再診,1
内科,3,午前(〜12時),初診,11
内科,3,夕方以降(17時〜),再診,8
内科,3,夕方以降(17時〜),初診,15
内科,4,午前(〜12時),再診,7
内科,4,午前(〜12時),初診,12
内科,4,午後前半(12-15時),再診,2
内科,4,午後前半(12-15時),初診,2
内科,4,午後後半(15-17時),再診,1
内科,4,午後後半(15-17時),初診,2
内科,4,夕方以降(17時〜),再診,12
内科,4,夕方以降(17時〜),初診,15
内科,5,午前(〜12時),再診,13
内科,5,午前(〜12時),初診,13
内科,5,午後前半(12-15時),再診,5
内科,5,午後前半(12-15時),初診,4
内科,5,午後後半(15-17時),再診,3
内科,5,午後後半(15-17時),初診,1
内科,5,夕方以降(17時〜),再診,10
内科,5,夕方以降(17時〜),初診,20
内科,6,午前(〜12時),再診,17
内科,6,午前(〜12時),初診,28
内科,6,午後前半(12-15時),再診,4
内科,6,午後前半(12-15時),初診,2
内科,6,午後後半(15-17時),再診,3
内科,6,午後後半(15-17時),初診,4
内科,6,夕方以降(17時〜),再診,10
内科,6,夕方以降(17時〜),初診,17
呼吸器内科,0,午前(〜12時),再診,194
呼吸器内科,0,午前(〜12時),初診,9
呼吸器内科,0,午後前半(12-15時),再診,65
呼吸器内科,0,午後前半(12-15時),初診,3
呼吸器内科,0,午後後半(15-17時),再診,6
呼吸器内科,0,午後後半(15-17時),初診,1
呼吸器内科,1,午前(〜12時),再診,290
呼吸器内科,1,午前(〜12時),初診,19
呼吸器内科,1,午後前半(12-15時),再診,117
呼吸器内科,1,午後前半(12-15時),初診,8
呼吸器内科,1,午後後半(15-17時),再診,6
呼吸器内科,1,夕方以降(17時〜),再診,4
呼吸器内科,2,午前(〜12時),再診,145
呼吸器内科,2,午前(〜12時),初診,9
呼吸器内科,2,午後前半(12-15時),再診,74
呼吸器内科,2,午後前半(12-15時),初診,4
呼吸器内科,2,午後後半(15-17時),再診,7
呼吸器内科,2,夕方以降(17時〜),再診,3
呼吸器内科,3,午前(〜12時),再診,194
呼吸器内科,3,午前(〜12時),初診,9
呼吸器内科,3,午後前半(12-15時),再診,91
呼吸器内科,3,午後前半(12-15時),初診,3
呼吸器内科,3,午後後半(15-17時),再診,6
呼吸器内科,3,夕方以降(17時〜),再診,1
呼吸器内科,4,午前(〜12時),再診,144
呼吸器内科,4,午前(〜12時),初診,11
呼吸器内科,4,午後前半(12-15時),再診,21
呼吸器内科,4,午後前半(12-15時),初診,4
呼吸器内科,4,午後後半(15-17時),再診,3
呼吸器内科,4,午後後半(15-17時),初診,1
呼吸器内科,4,夕方以降(17時〜),再診,1
呼吸器内科,5,午前(〜12時),再診,1
呼吸器内科,5,午後前半(12-15時),再診,1
呼吸器外科,0,午前(〜12時),再診,45
呼吸器外科,0,午前(〜12時),初診,6
呼吸器外科,0,午後前半(12-15時),再診,1
呼吸器外科,1,午前(〜12時),再診,1
呼吸器外科,2,午前(〜12時),再診,53
呼吸器外科,2,午後後半(15-17時),再診,2
呼吸器外科,3,午前(〜12時),再診,57
呼吸器外科,3,午前(〜12時),初診,1
呼吸器外科,3,午後前半(12-15時),再診,25
呼吸器外科,3,午後前半(12-15時),初診,1
呼吸器外科,3,午後後半(15-17時),再診,2
呼吸器外科,3,夕方以降(17時〜),再診,2
呼吸器外科,4,午前(〜12時),再診,1
呼吸器外科,4,午後前半(12-15時),再診,3
外来手術室,0,午前(〜12時),再診,84
外来手術室,0,午後前半(12-15時),再診,27
外来手術室,0,午後後半(15-17時),再診,3
外来手術室,1,午前(〜12時),再診,70
外来手術室,1,午後前半(12-15時),再診,8
外来手術室,1,午後後半(15-17時),再診,2
外来手術室,2,午前(〜12時),再診,66
外来手術室,2,午後前半(12-15時),再診,25
外来手術室,2,午後後半(15-17時),再診,2
外来手術室,3,午前(〜12時),再診,83
外来手術室,3,午後前半(12-15時),再診,23
外来手術室,3,午後後半(15-17時),再診,1
外来手術室,4,午前(〜12時),再診,47
外来手術室,4,午後前半(12-15時),再診,2
小児科,0,午前(〜12時),再診,89
小児科,0,午前(〜12時),初診,12
小児科,0,午後前半(12-15時),再診,42
小児科,0,午後前半(12-15時),初診,7
小児科,0,午後後半(15-17時),再診,14
小児科,0,夕方以降(17時〜),再診,1
小児科,0,夕方以降(17時〜),初診,5
小児科,1,午前(〜12時),再診,68
小児科,1,午前(〜12時),初診,14
小児科,1,午後前半(12-15時),再診,18
小児科,1,午後前半(12-15時),初診,3
小児科,1,午後後半(15-17時),再診,14
小児科,1,夕方以降(17時〜),再診,2
小児科,1,夕方以降(17時〜),初診,4
小児科,2,午前(〜12時),再診,62
小児科,2,午前(〜12時),初診,8
小児科,2,午後前半(12-15時),再診,18
小児科,2,午後前半(12-15時),初診,2
小児科,2,午後後半(15-17時),再診,24
小児科,2,午後後半(15-17時),初診,2
小児科,3,午前(〜12時),再診,67
小児科,3,午前(〜12時),初診,4
小児科,3,午後前半(12-15時),再診,24
小児科,3,午後前半(12-15時),初診,4
小児科,3,午後後半(15-17時),再診,3
小児科,3,夕方以降(17時〜),再診,1
小児科,3,夕方以降(17時〜),初診,4
小児科,4,午前(〜12時),再診,54
小児科,4,午前(〜12時),初診,8
小児科,4,午後前半(12-15時),再診,8
小児科,4,午後後半(15-17時),再診,3
小児科,4,午後後半(15-17時),初診,1
小児科,4,夕方以降(17時〜),再診,2
小児科,4,夕方以降(17時〜),初診,2
小児科,5,午前(〜12時),再診,1
小児科,5,午前(〜12時),初診,1
小児科,5,夕方以降(17時〜),初診,2
小児科,6,午前(〜12時),初診,4
小児科,6,夕方以降(17時〜),初診,8
形成外科,0,午前(〜12時),再診,113
形成外科,0,午前(〜12時),初診,12
形成外科,0,午後前半(12-15時),再診,7
形成外科,0,午後後半(15-17時),再診,8
形成外科,0,夕方以降(17時〜),再診,1
形成外科,1,午前(〜12時),再診,125
形成外科,1,午前(〜12時),初診,11
形成外科,1,午後前半(12-15時),再診,18
形成外科,1,午後後半(15-17時),再診,2
形成外科,2,午前(〜12時),再診,36
形成外科,2,午後前半(12-15時),再診,3
形成外科,2,午後後半(15-17時),再診,1
形成外科,2,夕方以降(17時〜),再診,1
形成外科,3,午前(〜12時),再診,104
形成外科,3,午前(〜12時),初診,11
形成外科,3,午後前半(12-15時),再診,27
形成外科,3,午後前半(12-15時),初診,2
形成外科,3,午後後半(15-17時),再診,4
形成外科,3,夕方以降(17時〜),再診,1
形成外科,4,午前(〜12時),再診,115
形成外科,4,午前(〜12時),初診,5
形成外科,4,午後前半(12-15時),再診,10
形成外科,4,午後前半(12-15時),初診,2
形成外科,4,午後後半(15-17時),再診,1
形成外科,4,夕方以降(17時〜),再診,1
循環器内科,0,午前(〜12時),再診,254
循環器内科,0,午前(〜12時),初診,44
循環器内科,0,午後前半(12-15時),再診,66
循環器内科,0,午後前半(12-15時),初診,5
循環器内科,0,午後後半(15-17時),再診,12
循環器内科,0,午後後半(15-17時),初診,1
循環器内科,0,夕方以降(17時〜),再診,3
循環器内科,0,夕方以降(17時〜),初診,1
循環器内科,1,午前(〜12時),再診,178
循環器内科,1,午前(〜12時),初診,20
循環器内科,1,午後前半(12-15時),再診,66
循環器内科,1,午後前半(12-15時),初診,3
循環器内科,1,午後後半(15-17時),再診,11
循環器内科,1,午後後半(15-17時),初診,1
循環器内科,1,夕方以降(17時〜),再診,3
循環器内科,2,午前(〜12時),再診,279
循環器内科,2,午前(〜12時),初診,40
循環器内科,2,午後前半(12-15時),再診,26
循環器内科,2,午後前半(12-15時),初診,1
循環器内科,2,午後後半(15-17時),再診,2
循環器内科,2,夕方以降(17時〜),再診,3
循環器内科,2,夕方以降(17時〜),初診,1
循環器内科,3,午前(〜12時),再診,119
循環器内科,3,午前(〜12時),初診,11
循環器内科,3,午後前半(12-15時),再診,135
循環器内科,3,午後前半(12-15時),初診,3
循環器内科,3,午後後半(15-17時),再診,23
循環器内科,3,午後後半(15-17時),初診,1
循環器内科,3,夕方以降(17時〜),再診,1
循環器内科,4,午前(〜12時),再診,163
循環器内科,4,午前(〜12時),初診,7
循環器内科,4,午後前半(12-15時),再診,64
循環器内科,4,午後前半(12-15時),初診,1
循環器内科,4,午後後半(15-17時),再診,5
循環器内科,4,夕方以降(17時〜),再診,2
循環器内科,5,午前(〜12時),初診,1
循環器内科,5,午後後半(15-17時),再診,2
循環器内科,5,夕方以降(17時〜),再診,1
循環器内科,5,夕方以降(17時〜),初診,1
循環器内科,6,午前(〜12時),再診,1
循環器内科,6,午後前半(12-15時),再診,1
循環器内科,6,午後前半(12-15時),初診,1
循環器内科,6,夕方以降(17時〜),再診,2
循環器内科,6,夕方以降(17時〜),初診,2
心臓血管外科,0,午前(〜12時),再診,2
心臓血管外科,0,午後前半(12-15時),再診,2
心臓血管外科,1,午前(〜12時),再診,40
心臓血管外科,1,午後前半(12-15時),再診,27
心臓血管外科,1,午後後半(15-17時),再診,1
心臓血管外科,2,午前(〜12時),再診,1
心臓血管外科,4,午前(〜12時),再診,69
心臓血管外科,4,午前(〜12時),初診,3
心臓血管外科,4,午後前半(12-15時),再診,18
心臓血管外科,4,午後後半(15-17時),再診,3
感染症,0,午前(〜12時),再診,8
感染症,1,午前(〜12時),再診,3
感染症,1,午後前半(12-15時),再診,4
感染症,2,午前(〜12時),再診,4
感染症,2,午後前半(12-15時),再診,1
感染症,3,午前(〜12時),再診,1
感染症,3,午後前半(12-15時),再診,1
感染症,4,午前(〜12時),再診,2
感染症,4,午後前半(12-15時),再診,4
感染症,4,午後後半(15-17時),再診,1
放射線治療科,0,午前(〜12時),再診,136
放射線治療科,0,午前(〜12時),初診,2
放射線治療科,0,午後前半(12-15時),再診,76
放射線治療科,0,午後後半(15-17時),再診,8
放射線治療科,0,夕方以降(17時〜),再診,3
放射線治療科,1,午前(〜12時),再診,153
放射線治療科,1,午前(〜12時),初診,1
放射線治療科,1,午後前半(12-15時),再診,48
放射線治療科,1,午後後半(15-17時),再診,17
放射線治療科,1,夕方以降(17時〜),再診,1
放射線治療科,2,午前(〜12時),再診,148
放射線治療科,2,午前(〜12時),初診,1
放射線治療科,2,午後前半(12-15時),再診,59
放射線治療科,2,午後前半(12-15時),初診,3
放射線治療科,2,午後後半(15-17時),再診,4
放射線治療科,3,午前(〜12時),再診,100
放射線治療科,3,午前(〜12時),初診,3
放射線治療科,3,午後前半(12-15時),再診,30
放射線治療科,3,午後後半(15-17時),再診,12
放射線治療科,3,夕方以降(17時〜),再診,2
放射線治療科,4,午前(〜12時),再診,115
放射線治療科,4,午後前半(12-15時),再診,26
放射線治療科,4,午後後半(15-17時),再診,7
放射線治療科,4,夕方以降(17時〜),再診,1
放射線診断科,4,午前(〜12時),再診,1
救急科,0,午前(〜12時),再診,9
救急科,0,午前(〜12時),初診,10
救急科,0,午後前半(12-15時),再診,7
救急科,0,午後前半(12-15時),初診,12
救急科,0,午後後半(15-17時),再診,2
救急科,0,午後後半(15-17時),初診,4
救急科,0,夕方以降(17時〜),再診,2
救急科,0,夕方以降(17時〜),初診,10
救急科,1,午前(〜12時),再診,11
救急科,1,午前(〜12時),初診,10
救急科,1,午後前半(12-15時),再診,6
救急科,1,午後前半(12-15時),初診,11
救急科,1,午後後半(15-17時),再診,1
救急科,1,午後後半(15-17時),初診,8
救急科,1,夕方以降(17時〜),再診,1
救急科,1,夕方以降(17時〜),初診,4
救急科,2,午前(〜12時),再診,13
救急科,2,午前(〜12時),初診,13
救急科,2,午後前半(12-15時),再診,7
救急科,2,午後前半(12-15時),初診,12
救急科,2,午後後半(15-17時),再診,3
救急科,2,午後後半(15-17時),初診,2
救急科,2,夕方以降(17時〜),初診,6
救急科,3,午前(〜12時),再診,5
救急科,3,午前(〜12時),初診,11
救急科,3,午後前半(12-15時),再診,5
救急科,3,午後前半(12-15時),初診,11
救急科,3,午後後半(15-17時),再診,3
救急科,3,午後後半(15-17時),初診,6
救急科,3,夕方以降(17時〜),初診,5
救急科,4,午前(〜12時),再診,6
救急科,4,午前(〜12時),初診,12
救急科,4,午後前半(12-15時),再診,6
救急科,4,午後前半(12-15時),初診,7
救急科,4,午後後半(15-17時),再診,2
救急科,4,午後後半(15-17時),初診,8
救急科,4,夕方以降(17時〜),再診,1
救急科,4,夕方以降(17時〜),初診,4
救急科,5,午前(〜12時),再診,12
救急科,5,午前(〜12時),初診,5
救急科,5,午後前半(12-15時),再診,6
救急科,5,午後前半(12-15時),初診,8
救急科,5,午後後半(15-17時),再診,1
救急科,5,午後後半(15-17時),初診,7
救急科,5,夕方以降(17時〜),再診,2
救急科,5,夕方以降(17時〜),初診,3
救急科,6,午前(〜12時),再診,6
救急科,6,午前(〜12時),初診,11
救急科,6,午後前半(12-15時),再診,2
救急科,6,午後前半(12-15時),初診,5
救急科,6,午後後半(15-17時),再診,5
救急科,6,午後後半(15-17時),初診,3
救急科,6,夕方以降(17時〜),再診,2
救急科,6,夕方以降(17時〜),初診,7
整形外科,0,午前(〜12時),再診,292
整形外科,0,午前(〜12時),初診,40
整形外科,0,午後前半(12-15時),再診,44
整形外科,0,午後前半(12-15時),初診,12
整形外科,0,午後後半(15-17時),再診,8
整形外科,0,午後後半(15-17時),初診,2
整形外科,0,夕方以降(17時〜),再診,6
整形外科,0,夕方以降(17時〜),初診,2
整形外科,1,午前(〜12時),再診,502
整形外科,1,午前(〜12時),初診,58
整形外科,1,午後前半(12-15時),再診,71
整形外科,1,午後前半(12-15時),初診,9
整形外科,1,午後後半(15-17時),再診,20
整形外科,1,午後後半(15-17時),初診,1
整形外科,1,夕方以降(17時〜),再診,3
整形外科,1,夕方以降(17時〜),初診,1
整形外科,2,午前(〜12時),再診,192
整形外科,2,午前(〜12時),初診,33
整形外科,2,午後前半(12-15時),再診,69
整形外科,2,午後前半(12-15時),初診,9
整形外科,2,午後後半(15-17時),再診,4
整形外科,2,夕方以降(17時〜),再診,1
整形外科,2,夕方以降(17時〜),初診,1
整形外科,3,午前(〜12時),再診,272
整形外科,3,午前(〜12時),初診,45
整形外科,3,午後前半(12-15時),再診,54
整形外科,3,午後前半(12-15時),初診,2
整形外科,3,午後後半(15-17時),再診,24
整形外科,3,夕方以降(17時〜),再診,3
整形外科,4,午前(〜12時),再診,221
整形外科,4,午前(〜12時),初診,27
整形外科,4,午後前半(12-15時),再診,56
整形外科,4,午後後半(15-17時),再診,12
整形外科,4,夕方以降(17時〜),再診,20
整形外科,4,夕方以降(17時〜),初診,1
整形外科,5,午前(〜12時),再診,1
整形外科,5,午前(〜12時),初診,1
整形外科,6,午後前半(12-15時),再診,1
整形外科,6,午後前半(12-15時),初診,1
整形外科,6,午後後半(15-17時),初診,1
整形外科,6,夕方以降(17時〜),再診,2
整形外科,6,夕方以降(17時〜),初診,4
歯科口腔外科,0,午前(〜12時),再診,150
歯科口腔外科,0,午前(〜12時),初診,62
歯科口腔外科,0,午後前半(12-15時),再診,66
歯科口腔外科,0,午後前半(12-15時),初診,3
歯科口腔外科,0,午後後半(15-17時),再診,22
歯科口腔外科,1,午前(〜12時),再診,181
歯科口腔外科,1,午前(〜12時),初診,31
歯科口腔外科,1,午後前半(12-15時),再診,55
歯科口腔外科,1,午後後半(15-17時),再診,24
歯科口腔外科,1,夕方以降(17時〜),再診,2
歯科口腔外科,2,午前(〜12時),再診,68
歯科口腔外科,2,午前(〜12時),初診,48
歯科口腔外科,2,午後前半(12-15時),再診,35
歯科口腔外科,2,午後後半(15-17時),再診,14
歯科口腔外科,3,午前(〜12時),再診,150
歯科口腔外科,3,午前(〜12時),初診,49
歯科口腔外科,3,午後前半(12-15時),再診,56
歯科口腔外科,3,午後前半(12-15時),初診,1
歯科口腔外科,3,午後後半(15-17時),再診,16
歯科口腔外科,4,午前(〜12時),再診,71
歯科口腔外科,4,午前(〜12時),初診,25
歯科口腔外科,4,午後前半(12-15時),再診,16
歯科口腔外科,4,午後前半(12-15時),初診,2
歯科口腔外科,4,午後後半(15-17時),再診,14
歯科口腔外科,4,午後後半(15-17時),初診,1
歯科口腔外科,4,夕方以降(17時〜),再診,1
歯科口腔外科,5,午前(〜12時),再診,5
歯科口腔外科,6,午前(〜12時),再診,2
泌尿器科,0,午前(〜12時),再診,680
泌尿器科,0,午前(〜12時),初診,29
泌尿器科,0,午後前半(12-15時),再診,190
泌尿器科,0,午後前半(12-15時),初診,3
泌尿器科,0,午後後半(15-17時),再診,14
泌尿器科,0,夕方以降(17時〜),再診,2
泌尿器科,0,夕方以降(17時〜),初診,4
泌尿器科,1,午前(〜12時),再診,707
泌尿器科,1,午前(〜12時),初診,19
泌尿器科,1,午後前半(12-15時),再診,159
泌尿器科,1,午後前半(12-15時),初診,1
泌尿器科,1,午後後半(15-17時),再診,6
泌尿器科,2,午前(〜12時),再診,750
泌尿器科,2,午前(〜12時),初診,17
泌尿器科,2,午後前半(12-15時),再診,241
泌尿器科,2,午後前半(12-15時),初診,8
泌尿器科,2,午後後半(15-17時),再診,13
泌尿器科,2,夕方以降(17時〜),再診,4
泌尿器科,2,夕方以降(17時〜),初診,1
泌尿器科,3,午前(〜12時),再診,138
泌尿器科,3,午前(〜12時),初診,15
泌尿器科,3,午後前半(12-15時),再診,18
泌尿器科,3,午後後半(15-17時),再診,4
泌尿器科,3,夕方以降(17時〜),再診,1
泌尿器科,4,午前(〜12時),再診,482
泌尿器科,4,午前(〜12時),初診,14
泌尿器科,4,午後前半(12-15時),再診,142
泌尿器科,4,午後前半(12-15時),初診,10
泌尿器科,4,午後後半(15-17時),再診,12
泌尿器科,5,午前(〜12時),初診,1
泌尿器科,5,夕方以降(17時〜),再診,1
泌尿器科,6,夕方以降(17時〜),初診,1
消化器内科,0,午前(〜12時),再診,369
消化器内科,0,午前(〜12時),初診,41
消化器内科,0,午後前半(12-15時),再診,153
消化器内科,0,午後前半(12-15時),初診,6
消化器内科,0,午後後半(15-17時),再診,7
消化器内科,0,午後後半(15-17時),初診,1
消化器内科,1,午前(〜12時),再診,177
消化器内科,1,午前(〜12時),初診,36
消化器内科,1,午後前半(12-15時),再診,88
消化器内科,1,午後前半(12-15時),初診,6
消化器内科,1,午後後半(15-17時),再診,11
消化器内科,2,午前(〜12時),再診,194
消化器内科,2,午前(〜12時),初診,30
消化器内科,2,午後前半(12-15時),再診,74
消化器内科,2,午後前半(12-15時),初診,1
消化器内科,2,午後後半(15-17時),再診,10
消化器内科,3,午前(〜12時),再診,199
消化器内科,3,午前(〜12時),初診,26
消化器内科,3,午後前半(12-15時),再診,82
消化器内科,3,午後前半(12-15時),初診,1
消化器内科,3,午後後半(15-17時),再診,3
消化器内科,3,夕方以降(17時〜),再診,1
消化器内科,4,午前(〜12時),再診,158
消化器内科,4,午前(〜12時),初診,23
消化器内科,4,午後前半(12-15時),再診,73
消化器内科,4,午後前半(12-15時),初診,1
消化器内科,4,午後後半(15-17時),再診,4
消化器内科,4,夕方以降(17時〜),初診,1
消化器内科,5,午前(〜12時),再診,2
産婦人科,0,午前(〜12時),再診,415
