診療科名,曜日,時間帯ゾーン,初再診区分,件数
乳腺外科,2,午後前半(12-15時),再診,41
乳腺外科,2,午後前半(12-15時),初診,2
乳腺外科,2,午後後半(15-17時),再診,2
乳腺外科,3,午前(〜12時),再診,79
乳腺外科,3,午前(〜12時),初診,6
乳腺外科,3,午後前半(12-15時),再診,24
乳腺外科,3,午後後半(15-17時),再診,8
乳腺外科,4,午前(〜12時),再診,341
乳腺外科,4,午前(〜12時),初診,17
乳腺外科,4,午後前半(12-15時),再診,31
乳腺外科,4,午後後半(15-17時),再診,10
乳腺外科,5,午前(〜12時),再診,4
乳腺外科,5,午後前半(12-15時),再診,1
乳腺外科,5,午後後半(15-17時),再診,2
乳腺外科,6,午前(〜12時),再診,2
乳腺外科,6,午後前半(12-15時),再診,2
乳腺外科,6,午後後半(15-17時),再診,1
健診センター,1,午前(〜12時),再診,9
健診センター,1,午後前半(12-15時),再診,1
健診センター,2,午前(〜12時),再診,18
健診センター,2,午後前半(12-15時),再診,2
健診センター,3,午前(〜12時),再診,17
健診センター,4,午前(〜12時),再診,15
入退院支援センター,0,午前(〜12時),再診,73
入退院支援センター,0,午後前半(12-15時),再診,29
入退院支援センター,0,午後後半(15-17時),再診,8
入退院支援センター,1,午前(〜12時),再診,75
入退院支援センター,1,午後前半(12-15時),再診,20
入退院支援センター,1,午後後半(15-17時),再診,4
入退院支援センター,1,夕方以降(17時〜),再診,1
入退院支援センター,2,午前(〜12時),再診,113
入退院支援センター,2,午後前半(12-15時),再診,33
入退院支援センター,2,午後後半(15-17時),再診,9
入退院支援センター,2,夕方以降(17時〜),再診,4
入退院支援センター,3,午前(〜12時),再診,135
入退院支援センター,3,午後前半(12-15時),再診,50
入退院支援センター,3,午後後半(15-17時),再診,2
入退院支援センター,4,午前(〜12時),再診,108
入退院支援センター,4,午後前半(12-15時),再診,58
入退院支援センター,4,午後後半(15-17時),再診,19
入退院支援センター,4,夕方以降(17時〜),再診,1
内科,0,午前(〜12時),再診,6
内科,0,午前(〜12時),初診,9
内科,0,午後前半(12-15時),再診,2
内科,0,午後前半(12-15時),初診,1
内科,0,午後後半(15-17時),再診,1
内科,0,夕方以降(17時〜),再診,8
内科,0,夕方以降(17時〜),初診,15
内科,1,午前(〜12時),再診,9
内科,1,午前(〜12時),初診,14
内科,1,午後前半(12-15時),再診,1
内科,1,午後前半(12-15時),初診,1
内科,1,午後後半(15-17時),初診,3
内科,1,夕方以降(17時〜),再診,13
内科,1,夕方以降(17時〜),初診,5
内科,2,午前(〜12時),再診,3
内科,2,午前(〜12時),初診,10
内科,2,午後前半(12-15時),初診,2
内科,2,午後後半(15-17時),再診,2
内科,2,夕方以降(17時〜),再診,9
内科,2,夕方以降(17時〜),初診,6
内科,3,午前(〜12時),再診,8
内科,3,午前(〜12時),初診,5
内科,3,午後前半(12-15時),初診,1
内科,3,午後後半(15-17時),初診,1
内科,3,夕方以降(17時〜),再診,12
内科,3,夕方以降(17時〜),初診,10
内科,4,午前(〜12時),再診,7
内科,4,午前(〜12時),初診,12
内科,4,午後前半(12-15時),初診,1
内科,4,午後後半(15-17時),再診,1
内科,4,午後後半(15-17時),初診,2
内科,4,夕方以降(17時〜),再診,4
内科,4,夕方以降(17時〜),初診,12
内科,5,午前(〜12時),再診,18
内科,5,午前(〜12時),初診,10
内科,5,午後前半(12-15時),再診,2
内科,5,午後前半(12-15時),初診,4
内科,5,午後後半(15-17時),再診,3
内科,5,午後後半(15-17時),初診,1
内科,5,夕方以降(17時〜),再診,15
内科,5,夕方以降(17時〜),初診,12
内科,6,午前(〜12時),再診,15
内科,6,午前(〜12時),初診,12
内科,6,午後前半(12-15時),再診,5
内科,6,午後前半(12-15時),初診,5
内科,6,午後後半(15-17時),初診,3
内科,6,夕方以降(17時〜),再診,15
内科,6,夕方以降(17時〜),初診,9
呼吸器内科,0,午前(〜12時),再診,132
呼吸器内科,0,午前(〜12時),初診,8
呼吸器内科,0,午後前半(12-15時),再診,39
呼吸器内科,0,午後前半(12-15時),初診,2
呼吸器内科,0,午後後半(15-17時),再診,2
呼吸器内科,0,夕方以降(17時〜),再診,3
呼吸器内科,1,午前(〜12時),再診,204
呼吸器内科,1,午前(〜12時),初診,19
呼吸器内科,1,午後前半(12-15時),再診,79
呼吸器内科,1,午後前半(12-15時),初診,8
呼吸器内科,1,午後後半(15-17時),再診,4
呼吸器内科,2,午前(〜12時),再診,148
呼吸器内科,2,午前(〜12時),初診,8
呼吸器内科,2,午後前半(12-15時),再診,54
呼吸器内科,2,午後前半(12-15時),初診,4
呼吸器内科,2,午後後半(15-17時),再診,6
呼吸器内科,3,午前(〜12時),再診,196
呼吸器内科,3,午前(〜12時),初診,14
呼吸器内科,3,午後前半(12-15時),再診,118
呼吸器内科,3,午後前半(12-15時),初診,1
呼吸器内科,3,午後後半(15-17時),再診,10
呼吸器内科,3,夕方以降(17時〜),再診,1
呼吸器内科,4,午前(〜12時),再診,211
呼吸器内科,4,午前(〜12時),初診,13
呼吸器内科,4,午後前半(12-15時),再診,43
呼吸器内科,4,午後前半(12-15時),初診,9
呼吸器内科,4,午後後半(15-17時),再診,2
呼吸器内科,5,午前(〜12時),再診,6
呼吸器外科,0,午前(〜12時),再診,39
呼吸器外科,0,午前(〜12時),初診,1
呼吸器外科,0,午後前半(12-15時),再診,2
呼吸器外科,2,午前(〜12時),再診,44
呼吸器外科,2,午前(〜12時),初診,1
呼吸器外科,2,午後前半(12-15時),再診,1
呼吸器外科,2,夕方以降(17時〜),再診,1
呼吸器外科,3,午前(〜12時),再診,45
呼吸器外科,3,午前(〜12時),初診,1
呼吸器外科,3,午後前半(12-15時),再診,27
呼吸器外科,3,午後後半(15-17時),再診,2
呼吸器外科,3,夕方以降(17時〜),再診,1
呼吸器外科,4,午後前半(12-15時),再診,11
呼吸器外科,4,午後後半(15-17時),再診,1
呼吸器外科,5,午後後半(15-17時),初診,1
呼吸器外科,6,午前(〜12時),再診,1
外来手術室,0,午前(〜12時),再診,59
外来手術室,0,午後前半(12-15時),再診,25
外来手術室,0,午後後半(15-17時),再診,3
外来手術室,1,午前(〜12時),再診,46
外来手術室,1,午後前半(12-15時),再診,12
外来手術室,1,午後後半(15-17時),再診,3
外来手術室,2,午前(〜12時),再診,88
外来手術室,2,午後前半(12-15時),再診,15
外来手術室,2,午後後半(15-17時),再診,4
外来手術室,3,午前(〜12時),再診,86
外来手術室,3,午後前半(12-15時),再診,44
外来手術室,3,午後後半(15-17時),再診,3
外来手術室,4,午前(〜12時),再診,118
外来手術室,4,午後前半(12-15時),再診,9
外来手術室,4,夕方以降(17時〜),再診,2
小児科,0,午前(〜12時),再診,46
小児科,0,午前(〜12時),初診,10
小児科,0,午後前半(12-15時),再診,24
小児科,0,午後前半(12-15時),初診,8
小児科,0,午後後半(15-17時),再診,19
小児科,0,午後後半(15-17時),初診,1
小児科,0,夕方以降(17時〜),再診,3
小児科,0,夕方以降(17時〜),初診,5
小児科,1,午前(〜12時),再診,59
小児科,1,午前(〜12時),初診,9
小児科,1,午後前半(12-15時),再診,13
小児科,1,午後前半(12-15時),初診,3
小児科,1,午後後半(15-17時),再診,10
小児科,1,夕方以降(17時〜),再診,1
小児科,1,夕方以降(17時〜),初診,2
小児科,2,午前(〜12時),再診,48
小児科,2,午前(〜12時),初診,10
小児科,2,午後前半(12-15時),再診,21
小児科,2,午後前半(12-15時),初診,2
小児科,2,午後後半(15-17時),再診,23
小児科,2,午後後半(15-17時),初診,1
小児科,2,夕方以降(17時〜),再診,3
小児科,2,夕方以降(17時〜),初診,4
小児科,3,午前(〜12時),再診,73
小児科,3,午前(〜12時),初診,18
小児科,3,午後前半(12-15時),再診,26
小児科,3,午後前半(12-15時),初診,3
小児科,3,午後後半(15-17時),再診,7
小児科,3,夕方以降(17時〜),初診,3
小児科,4,午前(〜12時),再診,54
小児科,4,午前(〜12時),初診,21
小児科,4,午後前半(12-15時),再診,9
小児科,4,午後前半(12-15時),初診,2
小児科,4,午後後半(15-17時),再診,7
小児科,4,午後後半(15-17時),初診,1
小児科,4,夕方以降(17時〜),再診,2
小児科,4,夕方以降(17時〜),初診,9
小児科,5,午前(〜12時),再診,2
小児科,5,午後前半(12-15時),再診,1
小児科,5,午後前半(12-15時),初診,3
小児科,5,午後後半(15-17時),初診,1
小児科,5,夕方以降(17時〜),再診,3
小児科,5,夕方以降(17時〜),初診,7
小児科,6,午前(〜12時),初診,3
小児科,6,午後前半(12-15時),初診,1
小児科,6,午後後半(15-17時),初診,1
小児科,6,夕方以降(17時〜),再診,1
小児科,6,夕方以降(17時〜),初診,4
形成外科,0,午前(〜12時),再診,87
形成外科,0,午前(〜12時),初診,4
形成外科,0,午後前半(12-15時),再診,7
形成外科,1,午前(〜12時),再診,76
形成外科,1,午前(〜12時),初診,11
形成外科,1,午後前半(12-15時),再診,20
形成外科,1,午後前半(12-15時),初診,1
形成外科,1,午後後半(15-17時),再診,3
形成外科,1,夕方以降(17時〜),再診,2
形成外科,2,午前(〜12時),再診,30
形成外科,2,午前(〜12時),初診,2
形成外科,2,午後前半(12-15時),再診,2
形成外科,2,午後前半(12-15時),初診,1
形成外科,2,午後後半(15-17時),再診,2
形成外科,2,夕方以降(17時〜),再診,1
形成外科,3,午前(〜12時),再診,140
形成外科,3,午前(〜12時),初診,22
形成外科,3,午後前半(12-15時),再診,42
形成外科,3,午後後半(15-17時),再診,6
形成外科,3,午後後半(15-17時),初診,1
形成外科,4,午前(〜12時),再診,146
形成外科,4,午前(〜12時),初診,9
形成外科,4,午後前半(12-15時),再診,14
形成外科,4,午後後半(15-17時),再診,2
形成外科,5,午前(〜12時),再診,3
形成外科,5,午前(〜12時),初診,1
形成外科,5,午後前半(12-15時),再診,2
形成外科,5,午後後半(15-17時),再診,2
形成外科,6,午前(〜12時),再診,1
循環器内科,0,午前(〜12時),再診,139
循環器内科,0,午前(〜12時),初診,21
循環器内科,0,午後前半(12-15時),再診,36
循環器内科,0,午後後半(15-17時),再診,9
循環器内科,0,夕方以降(17時〜),再診,3
循環器内科,0,夕方以降(17時〜),初診,3
循環器内科,1,午前(〜12時),再診,101
循環器内科,1,午前(〜12時),初診,18
循環器内科,1,午後前半(12-15時),再診,43
循環器内科,1,午後前半(12-15時),初診,2
循環器内科,1,午後後半(15-17時),再診,8
循環器内科,1,夕方以降(17時〜),再診,6
循環器内科,1,夕方以降(17時〜),初診,2
循環器内科,2,午前(〜12時),再診,264
循環器内科,2,午前(〜12時),初診,30
循環器内科,2,午後前半(12-15時),再診,22
循環器内科,2,午後前半(12-15時),初診,4
循環器内科,2,午後後半(15-17時),再診,3
循環器内科,2,夕方以降(17時〜),再診,10
循環器内科,2,夕方以降(17時〜),初診,2
循環器内科,3,午前(〜12時),再診,170
循環器内科,3,午前(〜12時),初診,13
循環器内科,3,午後前半(12-15時),再診,156
循環器内科,3,午後前半(12-15時),初診,1
循環器内科,3,午後後半(15-17時),再診,27
循環器内科,3,午後後半(15-17時),初診,3
循環器内科,3,夕方以降(17時〜),再診,2
循環器内科,3,夕方以降(17時〜),初診,1
循環器内科,4,午前(〜12時),再診,213
循環器内科,4,午前(〜12時),初診,13
循環器内科,4,午後前半(12-15時),再診,62
循環器内科,4,午後前半(12-15時),初診,5
循環器内科,4,午後後半(15-17時),再診,5
循環器内科,4,午後後半(15-17時),初診,1
循環器内科,4,夕方以降(17時〜),再診,3
循環器内科,5,午前(〜12時),初診,2
循環器内科,5,午後前半(12-15時),初診,1
循環器内科,5,午後後半(15-17時),初診,1
循環器内科,5,夕方以降(17時〜),再診,1
循環器内科,5,夕方以降(17時〜),初診,2
循環器内科,6,午前(〜12時),再診,3
循環器内科,6,午前(〜12時),初診,1
循環器内科,6,午後後半(15-17時),再診,1
循環器内科,6,午後後半(15-17時),初診,1
循環器内科,6,夕方以降(17時〜),再診,1
循環器内科,6,夕方以降(17時〜),初診,1
心臓血管外科,1,午前(〜12時),再診,42
心臓血管外科,1,午前(〜12時),初診,2
心臓血管外科,1,午後前半(12-15時),再診,20
心臓血管外科,4,午前(〜12時),再診,130
心臓血管外科,4,午前(〜12時),初診,1
心臓血管外科,4,午後前半(12-15時),再診,23
心臓血管外科,4,午後後半(15-17時),再診,3
心臓血管外科,4,夕方以降(17時〜),再診,1
心臓血管外科,5,午前(〜12時),再診,1
感染症,0,午前(〜12時),再診,7
感染症,0,午後前半(12-15時),再診,2
感染症,0,午後後半(15-17時),再診,1
感染症,1,午前(〜12時),再診,1
感染症,1,午後前半(12-15時),再診,2
感染症,2,午前(〜12時),再診,5
感染症,2,午後前半(12-15時),再診,1
感染症,3,午前(〜12時),再診,4
感染症,3,午後前半(12-15時),再診,1
感染症,3,午後後半(15-17時),再診,1
感染症,3,夕方以降(17時〜),再診,1
感染症,4,午前(〜12時),再診,3
感染症,4,午後後半(15-17時),再診,2
放射線治療科,0,午前(〜12時),再診,103
放射線治療科,0,午前(〜12時),初診,1
放射線治療科,0,午後前半(12-15時),再診,44
放射線治療科,0,午後後半(15-17時),再診,2
放射線治療科,1,午前(〜12時),再診,138
放射線治療科,1,午後前半(12-15時),再診,39
放射線治療科,1,午後後半(15-17時),再診,15
放射線治療科,2,午前(〜12時),再診,191
放射線治療科,2,午後前半(12-15時),再診,80
放射線治療科,2,午後後半(15-17時),再診,12
放射線治療科,3,午前(〜12時),再診,81
放射線治療科,3,午前(〜12時),初診,2
放射線治療科,3,午後前半(12-15時),再診,34
放射線治療科,3,午後後半(15-17時),再診,15
放射線治療科,3,夕方以降(17時〜),再診,5
放射線治療科,4,午前(〜12時),再診,144
放射線治療科,4,午後前半(12-15時),再診,47
放射線治療科,4,午後後半(15-17時),再診,21
放射線治療科,4,夕方以降(17時〜),再診,2
救急科,0,午前(〜12時),再診,13
救急科,0,午前(〜12時),初診,14
救急科,0,午後前半(12-15時),再診,3
救急科,0,午後前半(12-15時),初診,11
救急科,0,午後後半(15-17時),再診,2
救急科,0,午後後半(15-17時),初診,6
救急科,0,夕方以降(17時〜),再診,1
救急科,0,夕方以降(17時〜),初診,8
救急科,1,午前(〜12時),再診,11
救急科,1,午前(〜12時),初診,15
救急科,1,午後前半(12-15時),再診,3
救急科,1,午後前半(12-15時),初診,7
救急科,1,午後後半(15-17時),再診,1
救急科,1,午後後半(15-17時),初診,9
救急科,1,夕方以降(17時〜),再診,1
救急科,1,夕方以降(17時〜),初診,7
救急科,2,午前(〜12時),再診,8
救急科,2,午前(〜12時),初診,9
救急科,2,午後前半(12-15時),再診,1
救急科,2,午後前半(12-15時),初診,12
救急科,2,午後後半(15-17時),再診,1
救急科,2,午後後半(15-17時),初診,4
救急科,2,夕方以降(17時〜),初診,4
救急科,3,午前(〜12時),再診,14
救急科,3,午前(〜12時),初診,13
救急科,3,午後前半(12-15時),再診,5
救急科,3,午後前半(12-15時),初診,12
救急科,3,午後後半(15-17時),再診,4
救急科,3,午後後半(15-17時),初診,7
救急科,3,夕方以降(17時〜),再診,1
救急科,3,夕方以降(17時〜),初診,7
救急科,4,午前(〜12時),再診,3
救急科,4,午前(〜12時),初診,19
救急科,4,午後前半(12-15時),再診,1
救急科,4,午後前半(12-15時),初診,14
救急科,4,午後後半(15-17時),再診,3
救急科,4,午後後半(15-17時),初診,7
救急科,4,夕方以降(17時〜),再診,1
救急科,4,夕方以降(17時〜),初診,6
救急科,5,午前(〜12時),再診,12
救急科,5,午前(〜12時),初診,12
救急科,5,午後前半(12-15時),再診,4
救急科,5,午後前半(12-15時),初診,11
救急科,5,午後後半(15-17時),再診,5
救急科,5,午後後半(15-17時),初診,5
救急科,5,夕方以降(17時〜),初診,5
救急科,6,午前(〜12時),再診,7
救急科,6,午前(〜12時),初診,8
救急科,6,午後前半(12-15時),再診,3
救急科,6,午後前半(12-15時),初診,10
救急科,6,午後後半(15-17時),再診,4
救急科,6,午後後半(15-17時),初診,5
救急科,6,夕方以降(17時〜),再診,3
救急科,6,夕方以降(17時〜),初診,1
整形外科,0,午前(〜12時),再診,211
整形外科,0,午前(〜12時),初診,31
整形外科,0,午後前半(12-15時),再診,26
整形外科,0,午後前半(12-15時),初診,5
整形外科,0,午後後半(15-17時),再診,4
整形外科,0,夕方以降(17時〜),再診,3
整形外科,0,夕方以降(17時〜),初診,5
整形外科,1,午前(〜12時),再診,307
整形外科,1,午前(〜12時),初診,44
整形外科,1,午後前半(12-15時),再診,30
整形外科,1,午後前半(12-15時),初診,5
整形外科,1,午後後半(15-17時),再診,7
整形外科,1,夕方以降(17時〜),再診,3
整形外科,2,午前(〜12時),再診,206
整形外科,2,午前(〜12時),初診,33
整形外科,2,午後前半(12-15時),再診,58
整形外科,2,午後前半(12-15時),初診,12
整形外科,2,午後後半(15-17時),再診,8
整形外科,2,夕方以降(17時〜),再診,2
整形外科,2,夕方以降(17時〜),初診,1
整形外科,3,午前(〜12時),再診,185
整形外科,3,午前(〜12時),初診,34
整形外科,3,午後前半(12-15時),再診,65
整形外科,3,午後前半(12-15時),初診,3
整形外科,3,午後後半(15-17時),再診,17
整形外科,3,午後後半(15-17時),初診,2
整形外科,3,夕方以降(17時〜),再診,2
整形外科,4,午前(〜12時),再診,280
整形外科,4,午前(〜12時),初診,42
整形外科,4,午後前半(12-15時),再診,59
整形外科,4,午後前半(12-15時),初診,2
整形外科,4,午後後半(15-17時),再診,36
整形外科,4,午後後半(15-17時),初診,1
整形外科,4,夕方以降(17時〜),再診,27
整形外科,5,午前(〜12時),再診,2
整形外科,5,午後前半(12-15時),初診,1
整形外科,5,午後後半(15-17時),再診,1
整形外科,5,夕方以降(17時〜),初診,1
整形外科,6,夕方以降(17時〜),初診,2
栄養管理室,0,午前(〜12時),再診,1
歯科口腔外科,0,午前(〜12時),再診,85
歯科口腔外科,0,午前(〜12時),初診,38
歯科口腔外科,0,午後前半(12-15時),再診,32
歯科口腔外科,0,午後前半(12-15時),初診,4
歯科口腔外科,0,午後後半(15-17時),再診,9
歯科口腔外科,1,午前(〜12時),再診,79
歯科口腔外科,1,午前(〜12時),初診,35
歯科口腔外科,1,午後前半(12-15時),再診,42
歯科口腔外科,1,午後後半(15-17時),再診,8
歯科口腔外科,2,午前(〜12時),再診,53
歯科口腔外科,2,午前(〜12時),初診,55
歯科口腔外科,2,午後前半(12-15時),再診,32
歯科口腔外科,2,午後後半(15-17時),再診,15
歯科口腔外科,2,午後後半(15-17時),初診,1
歯科口腔外科,3,午前(〜12時),再診,149
歯科口腔外科,3,午前(〜12時),初診,78
歯科口腔外科,3,午後前半(12-15時),再診,59
歯科口腔外科,3,午後前半(12-15時),初診,3
歯科口腔外科,3,午後後半(15-17時),再診,17
歯科口腔外科,3,午後後半(15-17時),初診,1
歯科口腔外科,4,午前(〜12時),再診,93
歯科口腔外科,4,午前(〜12時),初診,30
歯科口腔外科,4,午後前半(12-15時),再診,19
歯科口腔外科,4,午後後半(15-17時),再診,20
歯科口腔外科,4,夕方以降(17時〜),再診,4
歯科口腔外科,4,夕方以降(17時〜),初診,1
歯科口腔外科,5,午前(〜12時),再診,2
歯科口腔外科,6,午前(〜12時),再診,1
泌尿器科,0,午前(〜12時),再診,504
泌尿器科,0,午前(〜12時),初診,13
泌尿器科,0,午後前半(12-15時),再診,115
泌尿器科,0,午後前半(12-15時),初診,3
泌尿器科,0,午後後半(15-17時),再診,6
泌尿器科,0,夕方以降(17時〜),再診,1
泌尿器科,1,午前(〜12時),再診,441
泌尿器科,1,午前(〜12時),初診,17
泌尿器科,1,午後前半(12-15時),再診,114
泌尿器科,1,午後前半(12-15時),初診,1
泌尿器科,1,午後後半(15-17時),再診,4
泌尿器科,1,夕方以降(17時〜),再診,1
泌尿器科,2,午前(〜12時),再診,737
泌尿器科,2,午前(〜12時),初診,19
泌尿器科,2,午後前半(12-15時),再診,246
泌尿器科,2,午後前半(12-15時),初診,13
泌尿器科,2,午後後半(15-17時),再診,14
泌尿器科,2,夕方以降(17時〜),再診,4
泌尿器科,3,午前(〜12時),再診,170
泌尿器科,3,午前(〜12時),初診,14
泌尿器科,3,午後前半(12-15時),再診,20
泌尿器科,4,午前(〜12時),再診,604
泌尿器科,4,午前(〜12時),初診,29
泌尿器科,4,午後前半(12-15時),再診,208
泌尿器科,4,午後前半(12-15時),初診,23
泌尿器科,4,午後後半(15-17時),再診,27
泌尿器科,4,夕方以降(17時〜),再診,11
泌尿器科,4,夕方以降(17時〜),初診,1
