診療科名,診療受付区分,予約フラグ,曜日,件数
一般消化器外科,7,枠あり予約,0,1
一般消化器外科,7,枠あり予約,4,1
一般消化器外科,保留,枠あり予約,1,1
一般消化器外科,未来院,枠あり予約,0,17
一般消化器外科,未来院,枠あり予約,1,22
一般消化器外科,未来院,枠あり予約,2,11
一般消化器外科,未来院,枠あり予約,3,23
一般消化器外科,未来院,枠あり予約,4,18
一般消化器外科,未来院,枠なし予約,0,1
一般消化器外科,未来院,枠なし予約,1,2
一般消化器外科,未来院,枠なし予約,3,1
一般消化器外科,未来院,,1,1
一般消化器外科,病院到着,枠あり予約,0,1
一般消化器外科,病院到着,枠あり予約,2,3
一般消化器外科,病院到着,枠あり予約,3,1
一般消化器外科,病院到着,枠あり予約,6,3
一般消化器外科,病院到着,枠なし予約,0,2
一般消化器外科,病院到着,枠なし予約,2,1
一般消化器外科,病院到着,枠なし予約,3,2
一般消化器外科,病院到着,枠なし予約,4,2
一般消化器外科,終了,枠あり予約,0,147
一般消化器外科,終了,枠あり予約,1,160
一般消化器外科,終了,枠あり予約,2,186
一般消化器外科,終了,枠あり予約,3,310
一般消化器外科,終了,枠あり予約,4,69
一般消化器外科,終了,枠あり予約,5,2
一般消化器外科,終了,枠なし予約,0,4
一般消化器外科,終了,枠なし予約,1,12
一般消化器外科,終了,枠なし予約,2,16
一般消化器外科,終了,枠なし予約,3,20
一般消化器外科,終了,枠なし予約,4,13
一般消化器外科,終了,,0,4
一般消化器外科,終了,,1,7
一般消化器外科,終了,,3,4
一般消化器外科,終了,,4,4
中央処置室,未来院,枠あり予約,0,1
中央処置室,未来院,枠あり予約,2,2
中央処置室,未来院,枠あり予約,4,2
中央処置室,病院到着,枠あり予約,0,26
中央処置室,病院到着,枠あり予約,1,37
中央処置室,病院到着,枠あり予約,2,20
中央処置室,病院到着,枠あり予約,3,25
中央処置室,病院到着,枠あり予約,4,24
中央処置室,病院到着,枠なし予約,0,1
中央処置室,病院到着,枠なし予約,1,3
中央処置室,病院到着,枠なし予約,2,1
中央処置室,病院到着,枠なし予約,3,1
中央処置室,病院到着,枠なし予約,4,1
中央処置室,終了,枠あり予約,3,7
中央処置室,終了,枠あり予約,4,8
乳腺外科,6,枠あり予約,2,1
乳腺外科,7,枠なし予約,0,1
乳腺外科,7,枠なし予約,4,1
乳腺外科,保留,枠あり予約,4,1
乳腺外科,保留,枠なし予約,4,1
乳腺外科,保留,,1,1
乳腺外科,未来院,枠あり予約,0,11
乳腺外科,未来院,枠あり予約,1,13
乳腺外科,未来院,枠あり予約,2,14
乳腺外科,未来院,枠あり予約,3,4
乳腺外科,未来院,枠あり予約,4,13
乳腺外科,未来院,枠なし予約,0,4
乳腺外科,未来院,枠なし予約,2,1
乳腺外科,未来院,枠なし予約,4,1
乳腺外科,病院到着,枠あり予約,6,3
乳腺外科,病院到着,枠なし予約,0,1
乳腺外科,病院到着,枠なし予約,1,1
乳腺外科,病院到着,枠なし予約,6,4
乳腺外科,病院到着,,0,2
乳腺外科,病院到着,,4,2
乳腺外科,終了,枠あり予約,0,213
乳腺外科,終了,枠あり予約,1,377
乳腺外科,終了,枠あり予約,2,285
乳腺外科,終了,枠あり予約,3,97
乳腺外科,終了,枠あり予約,4,261
乳腺外科,終了,枠なし予約,0,42
乳腺外科,終了,枠なし予約,1,10
乳腺外科,終了,枠なし予約,2,10
乳腺外科,終了,枠なし予約,3,6
乳腺外科,終了,枠なし予約,4,54
乳腺外科,終了,,1,5
乳腺外科,終了,,4,1
健診センター,未来院,枠あり予約,1,4
健診センター,未来院,枠あり予約,2,5
健診センター,未来院,枠あり予約,3,2
健診センター,病院到着,枠あり予約,1,5
健診センター,病院到着,枠あり予約,2,7
健診センター,病院到着,枠あり予約,3,2
健診センター,病院到着,枠あり予約,4,1
健診センター,終了,枠あり予約,1,10
健診センター,終了,枠あり予約,2,3
健診センター,終了,枠あり予約,3,9
健診センター,終了,枠あり予約,4,13
健診センター,終了,枠なし予約,1,1
入退院支援センター,終了,枠あり予約,0,103
入退院支援センター,終了,枠あり予約,1,136
入退院支援センター,終了,枠あり予約,2,100
入退院支援センター,終了,枠あり予約,3,135
入退院支援センター,終了,枠あり予約,4,136
入退院支援センター,終了,枠なし予約,0,7
入退院支援センター,終了,枠なし予約,1,5
入退院支援センター,終了,枠なし予約,2,12
入退院支援センター,終了,枠なし予約,3,15
入退院支援センター,終了,枠なし予約,4,7
内科,保留,枠あり予約,0,1
内科,保留,枠あり予約,1,5
内科,保留,枠あり予約,3,1
内科,保留,枠あり予約,4,1
内科,保留,枠あり予約,5,2
内科,保留,枠あり予約,6,1
内科,病院到着,枠あり予約,0,8
内科,病院到着,枠あり予約,1,4
内科,病院到着,枠あり予約,2,11
内科,病院到着,枠あり予約,3,10
内科,病院到着,枠あり予約,4,7
内科,病院到着,枠あり予約,5,16
内科,病院到着,枠あり予約,6,14
内科,終了,枠あり予約,0,47
内科,終了,枠あり予約,1,32
内科,終了,枠あり予約,2,34
内科,終了,枠あり予約,3,24
内科,終了,枠あり予約,4,27
内科,終了,枠あり予約,5,58
内科,終了,枠あり予約,6,66
内科,診察中,枠あり予約,0,1
内科,診察中,枠あり予約,3,1
内科,診察中,枠あり予約,5,1
内科,診察中,枠あり予約,6,3
呼吸器内科,6,枠あり予約,1,1
呼吸器内科,保留,枠なし予約,0,1
呼吸器内科,未来院,枠あり予約,0,6
呼吸器内科,未来院,枠あり予約,1,11
呼吸器内科,未来院,枠あり予約,2,10
呼吸器内科,未来院,枠あり予約,3,9
呼吸器内科,未来院,枠あり予約,4,11
呼吸器内科,未来院,枠なし予約,4,2
呼吸器内科,病院到着,枠あり予約,0,1
呼吸器内科,病院到着,枠あり予約,1,2
呼吸器内科,病院到着,枠あり予約,2,1
呼吸器内科,病院到着,枠あり予約,5,1
呼吸器内科,病院到着,枠なし予約,0,1
呼吸器内科,病院到着,枠なし予約,4,1
呼吸器内科,病院到着,枠なし予約,5,1
呼吸器内科,病院到着,枠なし予約,6,1
呼吸器内科,終了,枠あり予約,0,131
呼吸器内科,終了,枠あり予約,1,291
呼吸器内科,終了,枠あり予約,2,160
呼吸器内科,終了,枠あり予約,3,216
呼吸器内科,終了,枠あり予約,4,162
呼吸器内科,終了,枠なし予約,0,25
呼吸器内科,終了,枠なし予約,1,36
呼吸器内科,終了,枠なし予約,2,24
呼吸器内科,終了,枠なし予約,3,21
呼吸器内科,終了,枠なし予約,4,15
呼吸器内科,診察中,枠あり予約,0,1
呼吸器外科,未来院,枠あり予約,2,3
呼吸器外科,未来院,枠あり予約,3,3
呼吸器外科,未来院,枠あり予約,4,1
呼吸器外科,終了,枠あり予約,0,32
呼吸器外科,終了,枠あり予約,2,36
呼吸器外科,終了,枠あり予約,3,76
呼吸器外科,終了,枠あり予約,4,7
呼吸器外科,終了,枠なし予約,0,1
呼吸器外科,終了,枠なし予約,2,4
呼吸器外科,終了,枠なし予約,3,3
外来手術室,未来院,枠あり予約,0,7
外来手術室,未来院,枠あり予約,1,18
外来手術室,未来院,枠あり予約,2,9
外来手術室,未来院,枠あり予約,3,2
外来手術室,未来院,枠あり予約,4,6
外来手術室,未来院,枠なし予約,1,1
外来手術室,病院到着,枠あり予約,1,1
外来手術室,病院到着,枠あり予約,2,1
外来手術室,病院到着,枠あり予約,3,2
外来手術室,病院到着,枠あり予約,4,3
外来手術室,終了,枠あり予約,0,70
外来手術室,終了,枠あり予約,1,48
外来手術室,終了,枠あり予約,2,60
外来手術室,終了,枠あり予約,3,109
外来手術室,終了,枠あり予約,4,61
外来手術室,終了,枠なし予約,0,5
外来手術室,終了,枠なし予約,1,17
外来手術室,終了,枠なし予約,2,23
外来手術室,終了,枠なし予約,3,2
外来手術室,終了,枠なし予約,4,17
小児科,7,枠あり予約,3,1
小児科,7,枠なし予約,3,1
小児科,7,枠なし予約,4,1
小児科,保留,枠あり予約,1,1
小児科,未来院,枠あり予約,0,4
小児科,未来院,枠あり予約,1,5
小児科,未来院,枠あり予約,3,11
小児科,未来院,枠あり予約,4,5
小児科,未来院,枠なし予約,1,2
小児科,未来院,枠なし予約,2,1
小児科,未来院,枠なし予約,3,3
小児科,病院到着,枠あり予約,0,2
小児科,病院到着,枠あり予約,1,1
小児科,病院到着,枠あり予約,2,1
小児科,病院到着,枠あり予約,3,3
小児科,病院到着,枠あり予約,4,1
小児科,病院到着,枠あり予約,6,3
小児科,病院到着,枠なし予約,4,1
小児科,病院到着,枠なし予約,5,1
小児科,終了,枠あり予約,0,71
小児科,終了,枠あり予約,1,66
小児科,終了,枠あり予約,2,68
小児科,終了,枠あり予約,3,88
小児科,終了,枠あり予約,4,89
小児科,終了,枠あり予約,5,5
小児科,終了,枠あり予約,6,2
小児科,終了,枠なし予約,0,9
小児科,終了,枠なし予約,1,8
小児科,終了,枠なし予約,2,6
小児科,終了,枠なし予約,3,8
小児科,終了,枠なし予約,4,8
形成外科,未来院,枠あり予約,0,6
形成外科,未来院,枠あり予約,1,6
形成外科,未来院,枠あり予約,3,8
形成外科,未来院,枠あり予約,4,3
形成外科,未来院,枠なし予約,3,1
形成外科,未来院,枠なし予約,4,2
形成外科,病院到着,枠あり予約,4,2
形成外科,病院到着,枠なし予約,1,2
形成外科,病院到着,枠なし予約,3,1
形成外科,終了,枠あり予約,0,54
形成外科,終了,枠あり予約,1,74
形成外科,終了,枠あり予約,2,18
形成外科,終了,枠あり予約,3,73
形成外科,終了,枠あり予約,4,112
形成外科,終了,枠あり予約,5,2
形成外科,終了,枠なし予約,0,13
形成外科,終了,枠なし予約,1,29
形成外科,終了,枠なし予約,2,4
形成外科,終了,枠なし予約,3,38
形成外科,終了,枠なし予約,4,16
形成外科,終了,,1,1
形成外科,終了,,2,2
形成外科,終了,,3,1
循環器内科,保留,枠あり予約,1,1
循環器内科,保留,枠あり予約,2,1
循環器内科,保留,枠あり予約,3,2
循環器内科,保留,枠あり予約,4,2
循環器内科,保留,枠あり予約,5,1
循環器内科,保留,枠なし予約,0,1
循環器内科,保留,枠なし予約,2,1
循環器内科,未来院,枠あり予約,0,3
循環器内科,未来院,枠あり予約,1,8
循環器内科,未来院,枠あり予約,2,15
循環器内科,未来院,枠あり予約,3,23
循環器内科,未来院,枠あり予約,4,14
循環器内科,未来院,枠なし予約,0,2
循環器内科,未来院,枠なし予約,2,2
循環器内科,病院到着,枠あり予約,0,4
循環器内科,病院到着,枠あり予約,1,3
循環器内科,病院到着,枠あり予約,2,1
循環器内科,病院到着,枠あり予約,3,1
循環器内科,病院到着,枠あり予約,4,3
循環器内科,病院到着,枠あり予約,5,3
循環器内科,病院到着,枠あり予約,6,2
循環器内科,病院到着,枠なし予約,0,1
循環器内科,病院到着,枠なし予約,4,1
循環器内科,終了,枠あり予約,0,202
循環器内科,終了,枠あり予約,1,191
循環器内科,終了,枠あり予約,2,269
循環器内科,終了,枠あり予約,3,257
循環器内科,終了,枠あり予約,4,237
循環器内科,終了,枠あり予約,5,1
循環器内科,終了,枠あり予約,6,1
循環器内科,終了,枠なし予約,0,28
循環器内科,終了,枠なし予約,1,31
循環器内科,終了,枠なし予約,2,24
循環器内科,終了,枠なし予約,3,31
循環器内科,終了,枠なし予約,4,26
循環器内科,終了,,2,1
循環器内科,診察中,枠あり予約,0,1
循環器内科,診察中,枠あり予約,2,1
心理検査,終了,枠あり予約,1,1
心臓血管外科,未来院,枠あり予約,1,2
心臓血管外科,未来院,枠あり予約,4,3
心臓血管外科,未来院,枠なし予約,4,3
心臓血管外科,病院到着,枠なし予約,0,1
心臓血管外科,病院到着,枠なし予約,2,1
心臓血管外科,病院到着,枠なし予約,3,2
心臓血管外科,終了,枠あり予約,0,1
心臓血管外科,終了,枠あり予約,1,79
心臓血管外科,終了,枠あり予約,4,118
心臓血管外科,終了,枠あり予約,5,1
心臓血管外科,終了,枠なし予約,0,1
心臓血管外科,終了,枠なし予約,1,8
心臓血管外科,終了,枠なし予約,4,13
感染症,未来院,枠あり予約,1,1
感染症,未来院,枠あり予約,4,1
感染症,未来院,枠なし予約,1,1
感染症,病院到着,枠あり予約,0,1
感染症,病院到着,枠あり予約,3,1
感染症,病院到着,枠なし予約,1,1
感染症,病院到着,枠なし予約,3,1
感染症,病院到着,枠なし予約,4,3
感染症,終了,枠あり予約,1,3
感染症,終了,枠あり予約,2,1
感染症,終了,枠あり予約,3,1
感染症,終了,枠あり予約,4,1
感染症,終了,枠なし予約,1,4
感染症,終了,枠なし予約,2,1
感染症,終了,枠なし予約,3,3
感染症,終了,枠なし予約,4,1
放射線治療科,保留,枠なし予約,3,1
放射線治療科,未来院,枠あり予約,0,2
放射線治療科,未来院,枠あり予約,1,5
放射線治療科,未来院,枠あり予約,2,10
放射線治療科,未来院,枠あり予約,3,8
放射線治療科,未来院,枠あり予約,4,4
放射線治療科,未来院,枠なし予約,0,1
放射線治療科,未来院,枠なし予約,1,2
放射線治療科,病院到着,枠あり予約,0,1
放射線治療科,病院到着,枠あり予約,2,1
放射線治療科,病院到着,枠あり予約,3,1
放射線治療科,病院到着,枠なし予約,0,1
放射線治療科,病院到着,枠なし予約,3,1
放射線治療科,病院到着,枠なし予約,4,4
放射線治療科,終了,枠あり予約,0,108
放射線治療科,終了,枠あり予約,1,136
放射線治療科,終了,枠あり予約,2,164
放射線治療科,終了,枠あり予約,3,71
放射線治療科,終了,枠あり予約,4,144
放射線治療科,終了,枠なし予約,0,19
放射線治療科,終了,枠なし予約,1,28
放射線治療科,終了,枠なし予約,2,30
放射線治療科,終了,枠なし予約,3,24
放射線治療科,終了,枠なし予約,4,23
放射線診断科,未来院,枠あり予約,4,1
救急科,保留,枠あり予約,0,3
救急科,保留,枠あり予約,1,5
救急科,保留,枠あり予約,2,3
救急科,保留,枠あり予約,4,1
救急科,保留,枠あり予約,5,2
救急科,保留,枠あり予約,6,1
救急科,未来院,枠なし予約,0,1
救急科,未来院,枠なし予約,1,1
救急科,未来院,枠なし予約,5,1
救急科,病院到着,枠あり予約,0,17
救急科,病院到着,枠あり予約,1,8
救急科,病院到着,枠あり予約,2,10
救急科,病院到着,枠あり予約,3,17
救急科,病院到着,枠あり予約,4,23
救急科,病院到着,枠あり予約,5,16
救急科,病院到着,枠あり予約,6,11
救急科,病院到着,枠なし予約,0,1
救急科,病院到着,枠なし予約,1,1
救急科,病院到着,枠なし予約,2,1
救急科,病院到着,枠なし予約,3,1
救急科,終了,枠あり予約,0,39
救急科,終了,枠あり予約,1,32
救急科,終了,枠あり予約,2,24
救急科,終了,枠あり予約,3,38
救急科,終了,枠あり予約,4,28
救急科,終了,枠あり予約,5,17
救急科,終了,枠あり予約,6,26
救急科,診察中,枠あり予約,1,2
救急科,診察中,枠あり予約,4,1
救急科,診察中,枠あり予約,5,1
整形外科,7,枠あり予約,1,1
整形外科,7,枠あり予約,2,1
整形外科,保留,枠あり予約,1,1
整形外科,保留,枠あり予約,2,1
整形外科,保留,枠あり予約,3,1
整形外科,保留,枠あり予約,4,2
整形外科,保留,枠なし予約,0,1
整形外科,保留,枠なし予約,3,1
整形外科,未来院,枠あり予約,0,14
整形外科,未来院,枠あり予約,1,22
整形外科,未来院,枠あり予約,2,12
整形外科,未来院,枠あり予約,3,6
整形外科,未来院,枠あり予約,4,17
整形外科,未来院,枠なし予約,0,3
整形外科,未来院,枠なし予約,1,8
整形外科,未来院,枠なし予約,2,1
整形外科,未来院,枠なし予約,3,3
整形外科,未来院,枠なし予約,4,5
整形外科,病院到着,枠あり予約,0,1
整形外科,病院到着,枠あり予約,1,2
整形外科,病院到着,枠あり予約,2,1
整形外科,病院到着,枠あり予約,4,1
整形外科,病院到着,枠あり予約,6,1
整形外科,病院到着,枠なし予約,0,3
整形外科,病院到着,枠なし予約,1,2
整形外科,病院到着,枠なし予約,2,1
整形外科,病院到着,枠なし予約,3,2
整形外科,病院到着,枠なし予約,4,3
整形外科,終了,枠あり予約,0,200
整形外科,終了,枠あり予約,1,415
整形外科,終了,枠あり予約,2,145
整形外科,終了,枠あり予約,3,256
整形外科,終了,枠あり予約,4,332
整形外科,終了,枠なし予約,0,24
整形外科,終了,枠なし予約,1,46
整形外科,終了,枠なし予約,2,21
整形外科,終了,枠なし予約,3,19
整形外科,終了,枠なし予約,4,57
整形外科,終了,,2,1
整形外科,診察中,枠あり予約,1,1
歯科口腔外科,7,枠あり予約,4,1
歯科口腔外科,保留,枠あり予約,2,1
歯科口腔外科,保留,枠あり予約,5,1
歯科口腔外科,保留,枠なし予約,0,1
歯科口腔外科,未来院,枠あり予約,0,7
歯科口腔外科,未来院,枠あり予約,1,11
歯科口腔外科,未来院,枠あり予約,2,2
歯科口腔外科,未来院,枠あり予約,3,7
歯科口腔外科,未来院,枠あり予約,4,4
歯科口腔外科,未来院,枠なし予約,0,1
歯科口腔外科,未来院,枠なし予約,1,2
歯科口腔外科,未来院,枠なし予約,2,1
歯科口腔外科,未来院,枠なし予約,4,2
歯科口腔外科,病院到着,枠あり予約,0,1
歯科口腔外科,病院到着,枠あり予約,1,1
歯科口腔外科,病院到着,枠あり予約,5,1
歯科口腔外科,病院到着,枠あり予約,6,2
歯科口腔外科,病院到着,枠なし予約,0,1
歯科口腔外科,病院到着,枠なし予約,6,1
歯科口腔外科,病院到着,,1,1
歯科口腔外科,終了,枠あり予約,0,126
歯科口腔外科,終了,枠あり予約,1,213
歯科口腔外科,終了,枠あり予約,2,94
歯科口腔外科,終了,枠あり予約,3,232
歯科口腔外科,終了,枠あり予約,4,116
歯科口腔外科,終了,枠なし予約,0,29
歯科口腔外科,終了,枠なし予約,1,38
歯科口腔外科,終了,枠なし予約,2,16
歯科口腔外科,終了,枠なし予約,3,29
歯科口腔外科,終了,枠なし予約,4,44
歯科口腔外科,終了,,0,8
歯科口腔外科,終了,,1,13
歯科口腔外科,終了,,3,5
治験外来,病院到着,枠あり予約,1,1
泌尿器科,6,枠あり予約,3,1
泌尿器科,7,枠なし予約,1,1
泌尿器科,7,枠なし予約,4,2
泌尿器科,保留,枠なし予約,2,3
泌尿器科,未来院,枠あり予約,0,21
泌尿器科,未来院,枠あり予約,1,35
泌尿器科,未来院,枠あり予約,2,35
泌尿器科,未来院,枠あり予約,3,22
泌尿器科,未来院,枠あり予約,4,33
泌尿器科,未来院,枠なし予約,0,2
泌尿器科,未来院,枠なし予約,1,10
泌尿器科,未来院,枠なし予約,2,10
泌尿器科,未来院,枠なし予約,3,4
泌尿器科,未来院,枠なし予約,4,4
泌尿器科,病院到着,枠あり予約,0,2
泌尿器科,病院到着,枠あり予約,1,1
泌尿器科,病院到着,枠あり予約,2,3
泌尿器科,病院到着,枠あり予約,3,1
泌尿器科,病院到着,枠あり予約,6,1
泌尿器科,病院到着,枠なし予約,0,3
泌尿器科,病院到着,枠なし予約,1,1
泌尿器科,病院到着,枠なし予約,2,8
泌尿器科,病院到着,枠なし予約,3,1
泌尿器科,病院到着,枠なし予約,4,3
泌尿器科,終了,枠あり予約,0,387
泌尿器科,終了,枠あり予約,1,534
泌尿器科,終了,枠あり予約,2,586
泌尿器科,終了,枠あり予約,3,99
泌尿器科,終了,枠あり予約,4,490
泌尿器科,終了,枠あり予約,5,2
泌尿器科,終了,枠あり予約,6,2
泌尿器科,終了,枠なし予約,0,135
泌尿器科,終了,枠なし予約,1,192
泌尿器科,終了,枠なし予約,2,197
泌尿器科,終了,枠なし予約,3,28
泌尿器科,終了,枠なし予約,4,170
泌尿器科,終了,,2,1
消化器内科,6,枠あり予約,2,1
消化器内科,保留,枠あり予約,0,1
消化器内科,保留,枠あり予約,3,1
消化器内科,保留,枠なし予約,3,1
消化器内科,未来院,枠あり予約,0,9
消化器内科,未来院,枠あり予約,1,9
消化器内科,未来院,枠あり予約,2,15
消化器内科,未来院,枠あり予約,3,15
消化器内科,未来院,枠あり予約,4,13
消化器内科,未来院,枠なし予約,1,1
消化器内科,未来院,枠なし予約,3,2
消化器内科,未来院,枠なし予約,4,1
消化器内科,病院到着,枠あり予約,0,1
消化器内科,病院到着,枠あり予約,5,2
消化器内科,病院到着,枠なし予約,4,2
消化器内科,病院到着,枠なし予約,5,3
消化器内科,終了,枠あり予約,0,225
消化器内科,終了,枠あり予約,1,171
消化器内科,終了,枠あり予約,2,230
消化器内科,終了,枠あり予約,3,241
消化器内科,終了,枠あり予約,4,317
消化器内科,終了,枠なし予約,0,36
消化器内科,終了,枠なし予約,1,38
消化器内科,終了,枠なし予約,2,35
消化器内科,終了,枠なし予約,3,30
消化器内科,終了,枠なし予約,4,40
消化器内科,終了,,1,2
消化器内科,診察中,枠あり予約,3,1
産婦人科,保留,枠あり予約,2,1
産婦人科,保留,枠なし予約,2,1
産婦人科,未来院,枠あり予約,0,23
産婦人科,未来院,枠あり予約,1,20
産婦人科,未来院,枠あり予約,2,31
産婦人科,未来院,枠あり予約,3,20
産婦人科,未来院,枠あり予約,4,22
産婦人科,未来院,枠なし予約,0,14
産婦人科,未来院,枠なし予約,2,38
産婦人科,未来院,枠なし予約,3,17
産婦人科,未来院,枠なし予約,4,31
産婦人科,病院到着,枠あり予約,0,5
産婦人科,病院到着,枠あり予約,1,5
産婦人科,病院到着,枠あり予約,2,7
産婦人科,病院到着,枠あり予約,3,4
産婦人科,病院到着,枠あり予約,4,4
産婦人科,病院到着,枠あり予約,5,6
産婦人科,病院到着,枠あり予約,6,6
産婦人科,病院到着,枠なし予約,0,1
産婦人科,終了,枠あり予約,0,341
産婦人科,終了,枠あり予約,1,133
産婦人科,終了,枠あり予約,2,357
産婦人科,終了,枠あり予約,3,348
産婦人科,終了,枠あり予約,4,290
産婦人科,終了,枠あり予約,5,3
産婦人科,終了,枠あり予約,6,3
産婦人科,終了,枠なし予約,0,21
産婦人科,終了,枠なし予約,1,21
産婦人科,終了,枠なし予約,2,22
産婦人科,終了,枠なし予約,3,36
産婦人科,終了,枠なし予約,4,28
産婦人科,終了,,2,1
産婦人科,終了,,3,1
産婦人科,終了,,4,1
産婦人科,診察中,枠あり予約,4,1
皮膚・排泄ケア,未来院,枠あり予約,1,3
皮膚・排泄ケア,未来院,枠なし予約,0,2
皮膚・排泄ケア,未来院,枠なし予約,1,6
皮膚・排泄ケア,未来院,枠なし予約,2,4
皮膚・排泄ケア,未来院,枠なし予約,3,4
皮膚・排泄ケア,未来院,枠なし予約,4,7
皮膚・排泄ケア,病院到着,枠あり予約,1,1
皮膚・排泄ケア,病院到着,枠なし予約,1,6
皮膚・排泄ケア,病院到着,枠なし予約,2,1
皮膚・排泄ケア,病院到着,枠なし予約,4,1
皮膚科,6,枠あり予約,3,1
皮膚科,7,枠なし予約,1,1
皮膚科,未来院,枠あり予約,0,7
皮膚科,未来院,枠あり予約,1,13
皮膚科,未来院,枠あり予約,2,5
皮膚科,未来院,枠あり予約,3,4
皮膚科,未来院,枠あり予約,4,16
皮膚科,未来院,枠なし予約,0,1
皮膚科,未来院,枠なし予約,1,2
皮膚科,未来院,枠なし予約,2,1
皮膚科,未来院,枠なし予約,4,1
皮膚科,病院到着,枠なし予約,2,1
皮膚科,終了,枠あり予約,0,104
皮膚科,終了,枠あり予約,1,176
皮膚科,終了,枠あり予約,2,138
皮膚科,終了,枠あり予約,3,110
皮膚科,終了,枠あり予約,4,332
皮膚科,終了,枠あり予約,6,2
皮膚科,終了,枠なし予約,0,33
皮膚科,終了,枠なし予約,1,36
皮膚科,終了,枠なし予約,2,16
