診療科名,診療受付区分,予約フラグ,曜日,件数
一般消化器外科,病院到着,枠なし予約,1,1
一般消化器外科,病院到着,枠なし予約,4,2
一般消化器外科,病院到着,,1,2
一般消化器外科,終了,枠あり予約,0,139
一般消化器外科,終了,枠あり予約,1,165
一般消化器外科,終了,枠あり予約,2,242
一般消化器外科,終了,枠あり予約,3,325
一般消化器外科,終了,枠あり予約,4,69
一般消化器外科,終了,枠あり予約,5,6
一般消化器外科,終了,枠なし予約,0,8
一般消化器外科,終了,枠なし予約,1,11
一般消化器外科,終了,枠なし予約,2,15
一般消化器外科,終了,枠なし予約,3,18
一般消化器外科,終了,枠なし予約,4,13
一般消化器外科,終了,枠なし予約,6,1
一般消化器外科,終了,,0,5
一般消化器外科,終了,,1,3
一般消化器外科,終了,,2,1
一般消化器外科,終了,,3,1
一般消化器外科,終了,,4,4
一般消化器外科,診察中,枠あり予約,3,1
中央処置室,未来院,枠あり予約,1,1
中央処置室,未来院,枠あり予約,4,2
中央処置室,病院到着,枠あり予約,0,26
中央処置室,病院到着,枠あり予約,1,32
中央処置室,病院到着,枠あり予約,2,29
中央処置室,病院到着,枠あり予約,3,26
中央処置室,病院到着,枠あり予約,4,20
中央処置室,病院到着,枠なし予約,0,2
中央処置室,病院到着,枠なし予約,1,4
中央処置室,病院到着,枠なし予約,2,1
中央処置室,病院到着,枠なし予約,3,1
中央処置室,病院到着,枠なし予約,4,1
中央処置室,終了,枠あり予約,3,4
乳腺外科,保留,枠あり予約,0,1
乳腺外科,保留,枠なし予約,1,1
乳腺外科,保留,枠なし予約,4,1
乳腺外科,未来院,枠あり予約,0,12
乳腺外科,未来院,枠あり予約,1,28
乳腺外科,未来院,枠あり予約,2,13
乳腺外科,未来院,枠あり予約,3,3
乳腺外科,未来院,枠あり予約,4,11
乳腺外科,未来院,枠なし予約,0,5
乳腺外科,未来院,枠なし予約,1,2
乳腺外科,未来院,枠なし予約,2,1
乳腺外科,未来院,枠なし予約,4,1
乳腺外科,病院到着,枠あり予約,5,1
乳腺外科,病院到着,枠あり予約,6,2
乳腺外科,病院到着,枠なし予約,2,2
乳腺外科,病院到着,枠なし予約,4,1
乳腺外科,病院到着,枠なし予約,6,2
乳腺外科,病院到着,,0,1
乳腺外科,終了,枠あり予約,0,254
乳腺外科,終了,枠あり予約,1,418
乳腺外科,終了,枠あり予約,2,418
乳腺外科,終了,枠あり予約,3,96
乳腺外科,終了,枠あり予約,4,278
乳腺外科,終了,枠なし予約,0,50
乳腺外科,終了,枠なし予約,1,21
乳腺外科,終了,枠なし予約,2,11
乳腺外科,終了,枠なし予約,3,3
乳腺外科,終了,枠なし予約,4,70
乳腺外科,終了,,0,1
乳腺外科,終了,,1,6
健診センター,未来院,枠あり予約,1,3
健診センター,未来院,枠あり予約,2,8
健診センター,病院到着,枠あり予約,2,19
健診センター,病院到着,枠あり予約,3,1
健診センター,終了,枠あり予約,1,17
健診センター,終了,枠あり予約,2,7
健診センター,終了,枠あり予約,3,24
健診センター,終了,枠あり予約,4,21
健診センター,終了,枠なし予約,1,1
入退院支援センター,終了,枠あり予約,0,101
入退院支援センター,終了,枠あり予約,1,125
入退院支援センター,終了,枠あり予約,2,160
入退院支援センター,終了,枠あり予約,3,149
入退院支援センター,終了,枠あり予約,4,144
入退院支援センター,終了,枠なし予約,0,8
入退院支援センター,終了,枠なし予約,1,11
入退院支援センター,終了,枠なし予約,2,12
入退院支援センター,終了,枠なし予約,3,19
入退院支援センター,終了,枠なし予約,4,13
内科,保留,枠あり予約,0,1
内科,保留,枠あり予約,1,5
内科,保留,枠あり予約,2,2
内科,保留,枠あり予約,4,2
内科,保留,枠あり予約,5,2
内科,保留,枠あり予約,6,5
内科,病院到着,枠あり予約,0,7
内科,病院到着,枠あり予約,1,8
内科,病院到着,枠あり予約,2,7
内科,病院到着,枠あり予約,3,12
内科,病院到着,枠あり予約,4,12
内科,病院到着,枠あり予約,5,7
内科,病院到着,枠あり予約,6,9
内科,終了,枠あり予約,0,41
内科,終了,枠あり予約,1,30
内科,終了,枠あり予約,2,32
内科,終了,枠あり予約,3,35
内科,終了,枠あり予約,4,51
内科,終了,枠あり予約,5,62
内科,終了,枠あり予約,6,57
内科,診察中,枠あり予約,3,3
内科,診察中,枠あり予約,4,3
内科,診察中,枠あり予約,5,1
内科,診察中,枠あり予約,6,1
呼吸器内科,7,枠なし予約,0,1
呼吸器内科,未来院,枠あり予約,0,10
呼吸器内科,未来院,枠あり予約,1,12
呼吸器内科,未来院,枠あり予約,2,8
呼吸器内科,未来院,枠あり予約,3,15
呼吸器内科,未来院,枠あり予約,4,14
呼吸器内科,未来院,枠なし予約,2,2
呼吸器内科,病院到着,枠あり予約,0,2
呼吸器内科,病院到着,枠あり予約,2,2
呼吸器内科,病院到着,枠あり予約,3,1
呼吸器内科,病院到着,枠あり予約,5,1
呼吸器内科,病院到着,枠なし予約,0,1
呼吸器内科,病院到着,枠なし予約,3,2
呼吸器内科,病院到着,枠なし予約,4,1
呼吸器内科,病院到着,枠なし予約,5,3
呼吸器内科,終了,枠あり予約,0,146
呼吸器内科,終了,枠あり予約,1,304
呼吸器内科,終了,枠あり予約,2,241
呼吸器内科,終了,枠あり予約,3,253
呼吸器内科,終了,枠あり予約,4,212
呼吸器内科,終了,枠あり予約,5,2
呼吸器内科,終了,枠なし予約,0,22
呼吸器内科,終了,枠なし予約,1,27
呼吸器内科,終了,枠なし予約,2,29
呼吸器内科,終了,枠なし予約,3,25
呼吸器内科,終了,枠なし予約,4,26
呼吸器内科,終了,,4,1
呼吸器外科,未来院,枠あり予約,2,1
呼吸器外科,未来院,枠なし予約,0,1
呼吸器外科,病院到着,枠あり予約,4,2
呼吸器外科,終了,枠あり予約,0,38
呼吸器外科,終了,枠あり予約,2,53
呼吸器外科,終了,枠あり予約,3,102
呼吸器外科,終了,枠あり予約,4,6
呼吸器外科,終了,枠なし予約,0,1
呼吸器外科,終了,枠なし予約,2,6
呼吸器外科,終了,枠なし予約,3,8
呼吸器外科,終了,枠なし予約,4,1
外来手術室,未来院,枠あり予約,0,7
外来手術室,未来院,枠あり予約,1,11
外来手術室,未来院,枠あり予約,2,4
外来手術室,未来院,枠あり予約,3,2
外来手術室,未来院,枠あり予約,4,5
外来手術室,未来院,枠なし予約,1,2
外来手術室,未来院,枠なし予約,3,3
外来手術室,病院到着,枠あり予約,0,1
外来手術室,病院到着,枠あり予約,1,2
外来手術室,病院到着,枠あり予約,2,3
外来手術室,病院到着,枠あり予約,3,1
外来手術室,病院到着,枠なし予約,3,2
外来手術室,病院到着,枠なし予約,4,1
外来手術室,終了,枠あり予約,0,92
外来手術室,終了,枠あり予約,1,47
外来手術室,終了,枠あり予約,2,92
外来手術室,終了,枠あり予約,3,79
外来手術室,終了,枠あり予約,4,81
外来手術室,終了,枠なし予約,0,4
外来手術室,終了,枠なし予約,1,12
外来手術室,終了,枠なし予約,2,24
外来手術室,終了,枠なし予約,3,4
外来手術室,終了,枠なし予約,4,18
小児科,6,枠あり予約,2,1
小児科,7,枠あり予約,1,2
小児科,7,枠あり予約,3,1
小児科,保留,枠あり予約,0,1
小児科,保留,枠あり予約,1,1
小児科,保留,枠あり予約,2,1
小児科,保留,枠あり予約,4,1
小児科,保留,枠あり予約,5,1
小児科,保留,枠あり予約,6,3
小児科,保留,枠なし予約,3,1
小児科,未来院,枠あり予約,0,3
小児科,未来院,枠あり予約,1,16
小児科,未来院,枠あり予約,2,10
小児科,未来院,枠あり予約,3,12
小児科,未来院,枠あり予約,4,4
小児科,未来院,枠なし予約,4,2
小児科,病院到着,枠あり予約,0,7
小児科,病院到着,枠あり予約,1,4
小児科,病院到着,枠あり予約,2,2
小児科,病院到着,枠あり予約,3,5
小児科,病院到着,枠あり予約,4,2
小児科,病院到着,枠あり予約,5,4
小児科,病院到着,枠あり予約,6,4
小児科,病院到着,枠なし予約,1,1
小児科,終了,枠あり予約,0,79
小児科,終了,枠あり予約,1,111
小児科,終了,枠あり予約,2,117
小児科,終了,枠あり予約,3,74
小児科,終了,枠あり予約,4,117
小児科,終了,枠あり予約,5,15
小児科,終了,枠あり予約,6,7
小児科,終了,枠なし予約,0,3
小児科,終了,枠なし予約,1,8
小児科,終了,枠なし予約,2,10
小児科,終了,枠なし予約,3,9
小児科,終了,枠なし予約,4,13
小児科,終了,,2,1
形成外科,保留,枠あり予約,2,1
形成外科,未来院,枠あり予約,0,8
形成外科,未来院,枠あり予約,1,3
形成外科,未来院,枠あり予約,2,2
形成外科,未来院,枠あり予約,3,10
形成外科,未来院,枠あり予約,4,2
形成外科,未来院,枠なし予約,0,1
形成外科,未来院,枠なし予約,1,3
形成外科,未来院,枠なし予約,2,2
形成外科,未来院,枠なし予約,3,3
形成外科,未来院,枠なし予約,4,2
形成外科,病院到着,枠なし予約,2,1
形成外科,病院到着,枠なし予約,3,1
形成外科,病院到着,枠なし予約,5,1
形成外科,病院到着,枠なし予約,6,1
形成外科,終了,枠あり予約,0,66
形成外科,終了,枠あり予約,1,104
形成外科,終了,枠あり予約,2,23
形成外科,終了,枠あり予約,3,112
形成外科,終了,枠あり予約,4,126
形成外科,終了,枠あり予約,5,2
形成外科,終了,枠あり予約,6,1
形成外科,終了,枠なし予約,0,18
形成外科,終了,枠なし予約,1,24
形成外科,終了,枠なし予約,2,12
形成外科,終了,枠なし予約,3,22
形成外科,終了,枠なし予約,4,38
形成外科,終了,,1,1
形成外科,終了,,3,3
形成外科,終了,,4,1
循環器内科,6,枠あり予約,2,1
循環器内科,保留,枠あり予約,0,2
循環器内科,保留,枠あり予約,1,3
循環器内科,保留,枠あり予約,4,2
循環器内科,保留,枠あり予約,5,1
循環器内科,保留,枠なし予約,1,1
循環器内科,保留,枠なし予約,3,2
循環器内科,未来院,枠あり予約,0,8
循環器内科,未来院,枠あり予約,1,10
循環器内科,未来院,枠あり予約,2,11
循環器内科,未来院,枠あり予約,3,25
循環器内科,未来院,枠あり予約,4,7
循環器内科,未来院,枠なし予約,0,1
循環器内科,未来院,枠なし予約,1,2
循環器内科,未来院,枠なし予約,2,5
循環器内科,未来院,枠なし予約,3,3
循環器内科,未来院,枠なし予約,4,4
循環器内科,病院到着,枠あり予約,0,3
循環器内科,病院到着,枠あり予約,1,2
循環器内科,病院到着,枠あり予約,3,2
循環器内科,病院到着,枠あり予約,4,1
循環器内科,病院到着,枠あり予約,5,1
循環器内科,病院到着,枠あり予約,6,1
循環器内科,病院到着,枠なし予約,1,3
循環器内科,病院到着,枠なし予約,2,3
循環器内科,病院到着,枠なし予約,5,1
循環器内科,終了,枠あり予約,0,216
循環器内科,終了,枠あり予約,1,194
循環器内科,終了,枠あり予約,2,365
循環器内科,終了,枠あり予約,3,317
循環器内科,終了,枠あり予約,4,284
循環器内科,終了,枠あり予約,5,2
循環器内科,終了,枠あり予約,6,3
循環器内科,終了,枠なし予約,0,30
循環器内科,終了,枠なし予約,1,42
循環器内科,終了,枠なし予約,2,30
循環器内科,終了,枠なし予約,3,37
循環器内科,終了,枠なし予約,4,30
心臓血管外科,6,枠あり予約,1,1
心臓血管外科,未来院,枠あり予約,1,5
心臓血管外科,未来院,枠あり予約,4,4
心臓血管外科,未来院,枠なし予約,1,3
心臓血管外科,病院到着,枠あり予約,2,2
心臓血管外科,病院到着,枠なし予約,2,3
心臓血管外科,病院到着,枠なし予約,3,2
心臓血管外科,終了,枠あり予約,1,57
心臓血管外科,終了,枠あり予約,4,115
心臓血管外科,終了,枠なし予約,1,11
心臓血管外科,終了,枠なし予約,4,7
感染症,未来院,枠あり予約,0,1
感染症,未来院,枠あり予約,2,1
感染症,未来院,枠あり予約,3,3
感染症,未来院,枠あり予約,4,1
感染症,未来院,枠なし予約,0,1
感染症,未来院,枠なし予約,1,1
感染症,未来院,枠なし予約,3,2
感染症,病院到着,枠あり予約,4,1
感染症,病院到着,枠なし予約,0,3
感染症,病院到着,枠なし予約,1,1
感染症,病院到着,枠なし予約,2,1
感染症,終了,枠あり予約,1,1
感染症,終了,枠あり予約,2,1
感染症,終了,枠あり予約,3,2
感染症,終了,枠なし予約,0,1
感染症,終了,枠なし予約,1,2
感染症,終了,枠なし予約,2,3
感染症,終了,枠なし予約,3,7
感染症,終了,枠なし予約,4,3
放射線治療科,6,枠あり予約,2,1
放射線治療科,7,枠なし予約,4,1
放射線治療科,未来院,枠あり予約,0,4
放射線治療科,未来院,枠あり予約,1,6
放射線治療科,未来院,枠あり予約,2,8
放射線治療科,未来院,枠あり予約,3,15
放射線治療科,未来院,枠あり予約,4,3
放射線治療科,未来院,枠なし予約,0,2
放射線治療科,未来院,枠なし予約,1,2
放射線治療科,未来院,枠なし予約,3,2
放射線治療科,未来院,枠なし予約,4,1
放射線治療科,病院到着,枠あり予約,0,1
放射線治療科,病院到着,枠あり予約,1,2
放射線治療科,病院到着,枠あり予約,2,3
放射線治療科,病院到着,枠あり予約,3,1
放射線治療科,病院到着,枠あり予約,4,1
放射線治療科,病院到着,枠なし予約,0,1
放射線治療科,病院到着,枠なし予約,1,1
放射線治療科,病院到着,枠なし予約,3,2
放射線治療科,病院到着,枠なし予約,4,1
放射線治療科,終了,枠あり予約,0,115
放射線治療科,終了,枠あり予約,1,145
放射線治療科,終了,枠あり予約,2,231
放射線治療科,終了,枠あり予約,3,67
放射線治療科,終了,枠あり予約,4,171
放射線治療科,終了,枠なし予約,0,26
放射線治療科,終了,枠なし予約,1,41
放射線治療科,終了,枠なし予約,2,50
放射線治療科,終了,枠なし予約,3,39
放射線治療科,終了,枠なし予約,4,41
救急科,保留,枠あり予約,0,1
救急科,保留,枠あり予約,1,3
救急科,保留,枠あり予約,2,2
救急科,保留,枠あり予約,3,6
救急科,保留,枠あり予約,5,2
救急科,未来院,枠あり予約,3,1
救急科,未来院,枠あり予約,4,1
救急科,未来院,枠なし予約,4,1
救急科,未来院,枠なし予約,5,2
救急科,病院到着,枠あり予約,0,13
救急科,病院到着,枠あり予約,1,14
救急科,病院到着,枠あり予約,2,6
救急科,病院到着,枠あり予約,3,14
救急科,病院到着,枠あり予約,4,12
救急科,病院到着,枠あり予約,5,10
救急科,病院到着,枠あり予約,6,13
救急科,病院到着,枠なし予約,1,2
救急科,病院到着,枠なし予約,2,1
救急科,病院到着,枠なし予約,3,1
救急科,病院到着,枠なし予約,4,3
救急科,病院到着,枠なし予約,6,1
救急科,終了,枠あり予約,0,35
救急科,終了,枠あり予約,1,34
救急科,終了,枠あり予約,2,37
救急科,終了,枠あり予約,3,39
救急科,終了,枠あり予約,4,47
救急科,終了,枠あり予約,5,23
救急科,終了,枠あり予約,6,27
救急科,終了,枠なし予約,1,1
救急科,診察中,枠あり予約,0,1
救急科,診察中,枠あり予約,1,1
救急科,診察中,枠あり予約,2,2
整形外科,7,枠あり予約,1,1
整形外科,保留,枠あり予約,0,2
整形外科,保留,枠あり予約,4,1
整形外科,未来院,枠あり予約,0,15
整形外科,未来院,枠あり予約,1,31
整形外科,未来院,枠あり予約,2,19
整形外科,未来院,枠あり予約,3,21
整形外科,未来院,枠あり予約,4,21
整形外科,未来院,枠なし予約,0,2
整形外科,未来院,枠なし予約,1,3
整形外科,未来院,枠なし予約,4,4
整形外科,病院到着,枠あり予約,0,2
整形外科,病院到着,枠あり予約,1,2
整形外科,病院到着,枠あり予約,2,2
整形外科,病院到着,枠あり予約,4,1
整形外科,病院到着,枠あり予約,6,2
整形外科,病院到着,枠なし予約,1,1
整形外科,病院到着,枠なし予約,2,1
整形外科,病院到着,枠なし予約,3,1
整形外科,病院到着,枠なし予約,4,2
整形外科,終了,枠あり予約,0,194
整形外科,終了,枠あり予約,1,386
整形外科,終了,枠あり予約,2,294
整形外科,終了,枠あり予約,3,304
整形外科,終了,枠あり予約,4,431
整形外科,終了,枠あり予約,6,5
整形外科,終了,枠なし予約,0,20
整形外科,終了,枠なし予約,1,37
整形外科,終了,枠なし予約,2,32
整形外科,終了,枠なし予約,3,25
整形外科,終了,枠なし予約,4,35
整形外科,終了,,1,2
整形外科,診察中,枠あり予約,4,1
整形外科,診察中,枠なし予約,1,1
整形外科,診察中,枠なし予約,4,1
歯科口腔外科,7,枠あり予約,1,1
歯科口腔外科,7,枠なし予約,0,1
歯科口腔外科,7,枠なし予約,2,1
歯科口腔外科,保留,枠あり予約,3,1
歯科口腔外科,保留,,3,1
歯科口腔外科,未来院,枠あり予約,0,8
歯科口腔外科,未来院,枠あり予約,1,9
歯科口腔外科,未来院,枠あり予約,2,4
歯科口腔外科,未来院,枠あり予約,3,14
歯科口腔外科,未来院,枠あり予約,4,4
歯科口腔外科,未来院,枠なし予約,0,1
歯科口腔外科,未来院,枠なし予約,2,1
歯科口腔外科,未来院,枠なし予約,4,1
歯科口腔外科,病院到着,枠あり予約,1,1
歯科口腔外科,病院到着,枠あり予約,5,1
歯科口腔外科,病院到着,枠なし予約,1,1
歯科口腔外科,病院到着,枠なし予約,2,1
歯科口腔外科,病院到着,枠なし予約,3,1
歯科口腔外科,病院到着,,3,2
歯科口腔外科,終了,枠あり予約,0,140
歯科口腔外科,終了,枠あり予約,1,206
歯科口腔外科,終了,枠あり予約,2,163
歯科口腔外科,終了,枠あり予約,3,250
歯科口腔外科,終了,枠あり予約,4,122
歯科口腔外科,終了,枠なし予約,0,27
歯科口腔外科,終了,枠なし予約,1,35
歯科口腔外科,終了,枠なし予約,2,51
歯科口腔外科,終了,枠なし予約,3,25
歯科口腔外科,終了,枠なし予約,4,46
歯科口腔外科,終了,,0,8
歯科口腔外科,終了,,1,12
歯科口腔外科,終了,,2,2
歯科口腔外科,終了,,3,12
歯科口腔外科,終了,,4,2
治験外来,病院到着,枠あり予約,2,1
治験外来,病院到着,枠あり予約,3,1
泌尿器科,6,枠あり予約,0,1
泌尿器科,7,枠なし予約,1,1
泌尿器科,保留,枠あり予約,0,1
泌尿器科,保留,枠あり予約,3,1
泌尿器科,未来院,枠あり予約,0,42
泌尿器科,未来院,枠あり予約,1,24
泌尿器科,未来院,枠あり予約,2,45
泌尿器科,未来院,枠あり予約,3,24
泌尿器科,未来院,枠あり予約,4,28
泌尿器科,未来院,枠なし予約,0,6
泌尿器科,未来院,枠なし予約,1,6
泌尿器科,未来院,枠なし予約,2,7
泌尿器科,未来院,枠なし予約,3,2
泌尿器科,未来院,枠なし予約,4,6
泌尿器科,病院到着,枠あり予約,0,1
泌尿器科,病院到着,枠あり予約,1,1
泌尿器科,病院到着,枠あり予約,2,3
泌尿器科,病院到着,枠あり予約,4,1
泌尿器科,病院到着,枠あり予約,5,2
泌尿器科,病院到着,枠あり予約,6,2
泌尿器科,病院到着,枠なし予約,0,1
泌尿器科,病院到着,枠なし予約,1,4
泌尿器科,病院到着,枠なし予約,2,5
泌尿器科,病院到着,枠なし予約,3,2
泌尿器科,病院到着,枠なし予約,6,2
泌尿器科,終了,枠あり予約,0,457
泌尿器科,終了,枠あり予約,1,492
泌尿器科,終了,枠あり予約,2,840
泌尿器科,終了,枠あり予約,3,102
泌尿器科,終了,枠あり予約,4,697
泌尿器科,終了,枠あり予約,5,4
泌尿器科,終了,枠なし予約,0,155
泌尿器科,終了,枠なし予約,1,187
泌尿器科,終了,枠なし予約,2,277
泌尿器科,終了,枠なし予約,3,38
泌尿器科,終了,枠なし予約,4,214
消化器内科,6,枠あり予約,1,1
消化器内科,6,枠あり予約,2,1
消化器内科,保留,枠あり予約,0,2
消化器内科,保留,枠あり予約,1,1
消化器内科,保留,枠あり予約,2,2
消化器内科,保留,枠あり予約,4,1
消化器内科,保留,枠なし予約,2,1
消化器内科,保留,枠なし予約,4,2
消化器内科,未来院,枠あり予約,0,12
消化器内科,未来院,枠あり予約,1,11
消化器内科,未来院,枠あり予約,2,13
消化器内科,未来院,枠あり予約,3,7
消化器内科,未来院,枠あり予約,4,14
消化器内科,未来院,枠あり予約,5,1
消化器内科,未来院,枠なし予約,0,1
消化器内科,未来院,枠なし予約,1,1
消化器内科,未来院,枠なし予約,3,2
消化器内科,未来院,枠なし予約,4,1
消化器内科,未来院,枠なし予約,6,1
消化器内科,病院到着,枠あり予約,0,1
消化器内科,病院到着,枠あり予約,2,1
消化器内科,病院到着,枠あり予約,3,3
消化器内科,病院到着,枠あり予約,6,2
消化器内科,病院到着,枠なし予約,0,2
消化器内科,病院到着,枠なし予約,1,3
消化器内科,病院到着,枠なし予約,4,6
消化器内科,病院到着,枠なし予約,6,2
消化器内科,終了,枠あり予約,0,311
消化器内科,終了,枠あり予約,1,220
消化器内科,終了,枠あり予約,2,330
消化器内科,終了,枠あり予約,3,276
消化器内科,終了,枠あり予約,4,314
消化器内科,終了,枠なし予約,0,36
消化器内科,終了,枠なし予約,1,35
消化器内科,終了,枠なし予約,2,40
消化器内科,終了,枠なし予約,3,32
消化器内科,終了,枠なし予約,4,53
消化器内科,終了,,0,2
産婦人科,6,枠あり予約,0,1
産婦人科,6,枠あり予約,1,2
産婦人科,保留,枠あり予約,0,1
産婦人科,保留,枠あり予約,2,1
産婦人科,保留,枠あり予約,3,3
産婦人科,未来院,枠あり予約,0,33
産婦人科,未来院,枠あり予約,1,6
産婦人科,未来院,枠あり予約,2,72
産婦人科,未来院,枠あり予約,3,27
産婦人科,未来院,枠あり予約,4,17
産婦人科,未来院,枠なし予約,0,9
産婦人科,未来院,枠なし予約,1,1
産婦人科,未来院,枠なし予約,2,56
産婦人科,未来院,枠なし予約,3,18
産婦人科,未来院,枠なし予約,4,15
産婦人科,病院到着,枠あり予約,0,9
産婦人科,病院到着,枠あり予約,1,4
産婦人科,病院到着,枠あり予約,2,11
産婦人科,病院到着,枠あり予約,3,3
産婦人科,病院到着,枠あり予約,4,6
産婦人科,病院到着,枠あり予約,5,5
産婦人科,病院到着,枠あり予約,6,9
産婦人科,病院到着,枠なし予約,2,1
産婦人科,終了,枠あり予約,0,341
産婦人科,終了,枠あり予約,1,145
産婦人科,終了,枠あり予約,2,515
産婦人科,終了,枠あり予約,3,443
産婦人科,終了,枠あり予約,4,316
産婦人科,終了,枠あり予約,5,3
産婦人科,終了,枠あり予約,6,2
産婦人科,終了,枠なし予約,0,19
