診療科名,曜日,時間帯ゾーン,初再診区分,件数
一般消化器外科,3,午後前半(12-15時),再診,73
一般消化器外科,3,午後前半(12-15時),初診,3
一般消化器外科,3,午後後半(15-17時),再診,11
一般消化器外科,3,夕方以降(17時〜),再診,2
一般消化器外科,4,午前(〜12時),再診,66
一般消化器外科,4,午前(〜12時),初診,5
一般消化器外科,4,午後前半(12-15時),再診,4
一般消化器外科,4,午後前半(12-15時),初診,1
一般消化器外科,4,午後後半(15-17時),再診,2
一般消化器外科,4,夕方以降(17時〜),再診,1
一般消化器外科,4,夕方以降(17時〜),初診,1
一般消化器外科,5,午前(〜12時),再診,2
中央処置室,0,午前(〜12時),再診,28
中央処置室,0,午後後半(15-17時),再診,1
中央処置室,1,午前(〜12時),再診,38
中央処置室,1,午後前半(12-15時),再診,6
中央処置室,1,午後後半(15-17時),再診,3
中央処置室,2,午前(〜12時),再診,20
中央処置室,2,午後前半(12-15時),再診,7
中央処置室,2,午後後半(15-17時),再診,1
中央処置室,3,午前(〜12時),再診,36
中央処置室,3,午後前半(12-15時),再診,6
中央処置室,4,午前(〜12時),再診,30
中央処置室,4,午後前半(12-15時),再診,4
乳腺外科,0,午前(〜12時),再診,259
乳腺外科,0,午前(〜12時),初診,12
乳腺外科,0,午後前半(12-15時),再診,24
乳腺外科,0,午後前半(12-15時),初診,1
乳腺外科,0,午後後半(15-17時),再診,8
乳腺外科,1,午前(〜12時),再診,395
乳腺外科,1,午前(〜12時),初診,13
乳腺外科,1,午後前半(12-15時),再診,113
乳腺外科,1,午後前半(12-15時),初診,2
乳腺外科,1,午後後半(15-17時),再診,4
乳腺外科,2,午前(〜12時),再診,335
乳腺外科,2,午前(〜12時),初診,14
乳腺外科,2,午後前半(12-15時),再診,45
乳腺外科,2,午後後半(15-17時),再診,5
乳腺外科,3,午前(〜12時),再診,77
乳腺外科,3,午前(〜12時),初診,4
乳腺外科,3,午後前半(12-15時),再診,10
乳腺外科,3,午後後半(15-17時),再診,6
乳腺外科,3,夕方以降(17時〜),再診,1
乳腺外科,4,午前(〜12時),再診,222
乳腺外科,4,午前(〜12時),初診,10
乳腺外科,4,午後前半(12-15時),再診,17
乳腺外科,4,午後後半(15-17時),再診,6
乳腺外科,6,午前(〜12時),再診,1
乳腺外科,6,午後後半(15-17時),再診,1
健診センター,1,午前(〜12時),再診,16
健診センター,1,午後前半(12-15時),再診,2
健診センター,2,午前(〜12時),再診,18
健診センター,2,午後前半(12-15時),再診,4
健診センター,3,午前(〜12時),再診,15
健診センター,4,午前(〜12時),再診,17
入退院支援センター,0,午前(〜12時),再診,63
入退院支援センター,0,午後前半(12-15時),再診,31
入退院支援センター,1,午前(〜12時),再診,121
入退院支援センター,1,午後前半(12-15時),再診,41
入退院支援センター,1,午後後半(15-17時),再診,4
入退院支援センター,2,午前(〜12時),再診,108
入退院支援センター,2,午後前半(12-15時),再診,57
入退院支援センター,2,午後後半(15-17時),再診,6
入退院支援センター,3,午前(〜12時),再診,115
入退院支援センター,3,午後前半(12-15時),再診,44
入退院支援センター,3,午後後半(15-17時),再診,3
入退院支援センター,4,午前(〜12時),再診,91
入退院支援センター,4,午後前半(12-15時),再診,44
入退院支援センター,4,午後後半(15-17時),再診,3
内科,0,午前(〜12時),再診,9
内科,0,午前(〜12時),初診,19
内科,0,午後前半(12-15時),再診,2
内科,0,午後前半(12-15時),初診,2
内科,0,夕方以降(17時〜),再診,16
内科,0,夕方以降(17時〜),初診,18
内科,1,午前(〜12時),再診,5
内科,1,午前(〜12時),初診,12
内科,1,夕方以降(17時〜),再診,15
内科,1,夕方以降(17時〜),初診,13
内科,2,午前(〜12時),再診,7
内科,2,午前(〜12時),初診,13
内科,2,午後後半(15-17時),再診,1
内科,2,夕方以降(17時〜),再診,20
内科,2,夕方以降(17時〜),初診,11
内科,3,午前(〜12時),再診,11
内科,3,午前(〜12時),初診,16
内科,3,午後前半(12-15時),再診,2
内科,3,午後前半(12-15時),初診,1
内科,3,午後後半(15-17時),初診,2
内科,3,夕方以降(17時〜),再診,18
内科,3,夕方以降(17時〜),初診,10
内科,4,午前(〜12時),再診,5
内科,4,午前(〜12時),初診,14
内科,4,夕方以降(17時〜),再診,9
内科,4,夕方以降(17時〜),初診,13
内科,5,午前(〜12時),再診,12
内科,5,午前(〜12時),初診,7
内科,5,午後前半(12-15時),再診,4
内科,5,午後前半(12-15時),初診,5
内科,5,午後後半(15-17時),再診,1
内科,5,午後後半(15-17時),初診,1
内科,5,夕方以降(17時〜),再診,11
内科,5,夕方以降(17時〜),初診,15
内科,6,午前(〜12時),再診,13
内科,6,午前(〜12時),初診,12
内科,6,午後前半(12-15時),再診,5
内科,6,午後前半(12-15時),初診,4
内科,6,午後後半(15-17時),再診,3
内科,6,午後後半(15-17時),初診,5
内科,6,夕方以降(17時〜),再診,7
内科,6,夕方以降(17時〜),初診,9
呼吸器内科,0,午前(〜12時),再診,112
呼吸器内科,0,午前(〜12時),初診,6
呼吸器内科,0,午後前半(12-15時),再診,41
呼吸器内科,0,午後前半(12-15時),初診,2
呼吸器内科,0,午後後半(15-17時),再診,7
呼吸器内科,1,午前(〜12時),再診,280
呼吸器内科,1,午前(〜12時),初診,15
呼吸器内科,1,午後前半(12-15時),再診,102
呼吸器内科,1,午後前半(12-15時),初診,4
呼吸器内科,1,午後後半(15-17時),再診,3
呼吸器内科,1,夕方以降(17時〜),再診,1
呼吸器内科,2,午前(〜12時),再診,190
呼吸器内科,2,午前(〜12時),初診,10
呼吸器内科,2,午後前半(12-15時),再診,71
呼吸器内科,2,午後前半(12-15時),初診,4
呼吸器内科,2,午後後半(15-17時),再診,4
呼吸器内科,3,午前(〜12時),再診,177
呼吸器内科,3,午前(〜12時),初診,8
呼吸器内科,3,午後前半(12-15時),再診,95
呼吸器内科,3,午後後半(15-17時),再診,7
呼吸器内科,3,午後後半(15-17時),初診,1
呼吸器内科,4,午前(〜12時),再診,158
呼吸器内科,4,午前(〜12時),初診,9
呼吸器内科,4,午後前半(12-15時),再診,35
呼吸器内科,4,午後前半(12-15時),初診,5
呼吸器内科,4,午後後半(15-17時),再診,6
呼吸器内科,4,夕方以降(17時〜),初診,1
呼吸器内科,5,午前(〜12時),再診,2
呼吸器内科,6,午前(〜12時),再診,2
呼吸器外科,0,午前(〜12時),再診,24
呼吸器外科,0,午後前半(12-15時),再診,4
呼吸器外科,2,午前(〜12時),再診,51
呼吸器外科,2,午後前半(12-15時),初診,1
呼吸器外科,3,午前(〜12時),再診,70
呼吸器外科,3,午前(〜12時),初診,2
呼吸器外科,3,午後前半(12-15時),再診,33
呼吸器外科,3,午後前半(12-15時),初診,1
呼吸器外科,3,午後後半(15-17時),再診,2
呼吸器外科,4,午前(〜12時),再診,3
呼吸器外科,4,午後前半(12-15時),再診,7
外来手術室,0,午前(〜12時),再診,74
外来手術室,0,午後前半(12-15時),再診,23
外来手術室,0,午後後半(15-17時),再診,1
外来手術室,1,午前(〜12時),再診,73
外来手術室,1,午後前半(12-15時),再診,17
外来手術室,1,午後後半(15-17時),再診,4
外来手術室,2,午前(〜12時),再診,114
外来手術室,2,午後前半(12-15時),再診,20
外来手術室,2,午後後半(15-17時),再診,2
外来手術室,3,午前(〜12時),再診,105
外来手術室,3,午後前半(12-15時),再診,20
外来手術室,3,午後後半(15-17時),再診,2
外来手術室,3,夕方以降(17時〜),再診,1
外来手術室,4,午前(〜12時),再診,89
外来手術室,4,午後前半(12-15時),再診,9
外来手術室,4,午後後半(15-17時),再診,3
小児科,0,午前(〜12時),再診,33
小児科,0,午前(〜12時),初診,13
小児科,0,午後前半(12-15時),再診,21
小児科,0,午後前半(12-15時),初診,7
小児科,0,午後後半(15-17時),再診,17
小児科,0,午後後半(15-17時),初診,2
小児科,0,夕方以降(17時〜),初診,6
小児科,1,午前(〜12時),再診,105
小児科,1,午前(〜12時),初診,20
小児科,1,午後前半(12-15時),再診,31
小児科,1,午後前半(12-15時),初診,4
小児科,1,午後後半(15-17時),再診,17
小児科,1,夕方以降(17時〜),再診,3
小児科,1,夕方以降(17時〜),初診,3
小児科,2,午前(〜12時),再診,72
小児科,2,午前(〜12時),初診,16
小児科,2,午後前半(12-15時),再診,28
小児科,2,午後前半(12-15時),初診,2
小児科,2,午後後半(15-17時),再診,21
小児科,2,夕方以降(17時〜),再診,2
小児科,2,夕方以降(17時〜),初診,8
小児科,3,午前(〜12時),再診,51
小児科,3,午前(〜12時),初診,12
小児科,3,午後前半(12-15時),再診,24
小児科,3,午後前半(12-15時),初診,3
小児科,3,午後後半(15-17時),再診,8
小児科,3,午後後半(15-17時),初診,2
小児科,3,夕方以降(17時〜),初診,7
小児科,4,午前(〜12時),再診,57
小児科,4,午前(〜12時),初診,16
小児科,4,午後前半(12-15時),再診,10
小児科,4,午後前半(12-15時),初診,2
小児科,4,午後後半(15-17時),再診,6
小児科,4,夕方以降(17時〜),初診,4
小児科,5,午前(〜12時),再診,1
小児科,5,午前(〜12時),初診,1
小児科,5,午後前半(12-15時),再診,1
小児科,5,午後前半(12-15時),初診,1
小児科,5,午後後半(15-17時),初診,1
小児科,5,夕方以降(17時〜),再診,1
小児科,5,夕方以降(17時〜),初診,7
小児科,6,午前(〜12時),再診,2
小児科,6,午前(〜12時),初診,7
小児科,6,午後前半(12-15時),再診,1
小児科,6,午後前半(12-15時),初診,1
小児科,6,午後後半(15-17時),再診,1
小児科,6,午後後半(15-17時),初診,1
小児科,6,夕方以降(17時〜),再診,3
小児科,6,夕方以降(17時〜),初診,5
形成外科,0,午前(〜12時),再診,101
形成外科,0,午前(〜12時),初診,5
形成外科,0,午後前半(12-15時),再診,2
形成外科,0,午後前半(12-15時),初診,1
形成外科,0,午後後半(15-17時),再診,2
形成外科,1,午前(〜12時),再診,124
形成外科,1,午前(〜12時),初診,18
形成外科,1,午後前半(12-15時),再診,26
形成外科,1,午後後半(15-17時),再診,4
形成外科,1,夕方以降(17時〜),再診,1
形成外科,2,午前(〜12時),再診,43
形成外科,2,午後前半(12-15時),再診,1
形成外科,2,午後後半(15-17時),再診,1
形成外科,3,午前(〜12時),再診,116
形成外科,3,午前(〜12時),初診,14
形成外科,3,午後前半(12-15時),再診,28
形成外科,3,午後後半(15-17時),再診,7
形成外科,3,夕方以降(17時〜),再診,1
形成外科,4,午前(〜12時),再診,104
形成外科,4,午前(〜12時),初診,5
形成外科,4,午後前半(12-15時),再診,4
形成外科,4,午後後半(15-17時),再診,3
形成外科,5,午後前半(12-15時),再診,1
形成外科,5,午後後半(15-17時),再診,1
循環器内科,0,午前(〜12時),再診,171
循環器内科,0,午前(〜12時),初診,27
循環器内科,0,午後前半(12-15時),再診,38
循環器内科,0,午後後半(15-17時),再診,4
循環器内科,0,午後後半(15-17時),初診,1
循環器内科,1,午前(〜12時),再診,145
循環器内科,1,午前(〜12時),初診,26
循環器内科,1,午後前半(12-15時),再診,75
循環器内科,1,午後前半(12-15時),初診,1
循環器内科,1,午後後半(15-17時),再診,11
循環器内科,1,夕方以降(17時〜),再診,5
循環器内科,1,夕方以降(17時〜),初診,1
循環器内科,2,午前(〜12時),再診,332
循環器内科,2,午前(〜12時),初診,56
循環器内科,2,午後前半(12-15時),再診,26
循環器内科,2,午後後半(15-17時),再診,8
循環器内科,2,夕方以降(17時〜),再診,2
循環器内科,2,夕方以降(17時〜),初診,2
循環器内科,3,午前(〜12時),再診,164
循環器内科,3,午前(〜12時),初診,13
循環器内科,3,午後前半(12-15時),再診,164
循環器内科,3,午後前半(12-15時),初診,3
循環器内科,3,午後後半(15-17時),再診,27
循環器内科,3,夕方以降(17時〜),再診,2
循環器内科,4,午前(〜12時),再診,178
循環器内科,4,午前(〜12時),初診,10
循環器内科,4,午後前半(12-15時),再診,69
循環器内科,4,午後前半(12-15時),初診,3
循環器内科,4,午後後半(15-17時),再診,8
循環器内科,4,夕方以降(17時〜),再診,3
循環器内科,5,午前(〜12時),再診,2
循環器内科,5,午前(〜12時),初診,3
循環器内科,5,午後後半(15-17時),初診,1
循環器内科,5,夕方以降(17時〜),初診,1
循環器内科,6,午前(〜12時),再診,1
循環器内科,6,午前(〜12時),初診,2
循環器内科,6,午後前半(12-15時),再診,1
循環器内科,6,午後後半(15-17時),再診,1
心臓血管外科,0,午前(〜12時),再診,1
心臓血管外科,0,夕方以降(17時〜),再診,1
心臓血管外科,1,午前(〜12時),再診,60
心臓血管外科,1,午前(〜12時),初診,3
心臓血管外科,1,午後前半(12-15時),再診,24
心臓血管外科,3,夕方以降(17時〜),再診,1
心臓血管外科,4,午前(〜12時),再診,103
心臓血管外科,4,午前(〜12時),初診,4
心臓血管外科,4,午後前半(12-15時),再診,20
心臓血管外科,4,午後後半(15-17時),再診,2
感染症,0,午前(〜12時),再診,2
感染症,1,午前(〜12時),再診,10
感染症,1,午後前半(12-15時),再診,1
感染症,1,夕方以降(17時〜),再診,1
感染症,2,午前(〜12時),再診,3
感染症,2,午後前半(12-15時),再診,1
感染症,3,午前(〜12時),再診,7
感染症,3,午後前半(12-15時),再診,1
感染症,3,午後後半(15-17時),再診,1
感染症,3,夕方以降(17時〜),再診,1
感染症,4,午前(〜12時),再診,1
感染症,4,午後前半(12-15時),再診,2
感染症,4,午後後半(15-17時),再診,1
放射線治療科,0,午前(〜12時),再診,107
放射線治療科,0,午前(〜12時),初診,1
放射線治療科,0,午後前半(12-15時),再診,42
放射線治療科,0,午後前半(12-15時),初診,1
放射線治療科,0,午後後半(15-17時),再診,12
放射線治療科,1,午前(〜12時),再診,161
放射線治療科,1,午後前半(12-15時),再診,60
放射線治療科,1,午後後半(15-17時),再診,15
放射線治療科,1,夕方以降(17時〜),再診,2
放射線治療科,2,午前(〜12時),再診,223
放射線治療科,2,午後前半(12-15時),再診,85
放射線治療科,2,午後前半(12-15時),初診,2
放射線治療科,2,午後後半(15-17時),再診,10
放射線治療科,3,午前(〜12時),再診,76
放射線治療科,3,午前(〜12時),初診,3
放射線治療科,3,午後前半(12-15時),再診,24
放射線治療科,3,午後後半(15-17時),再診,10
放射線治療科,3,夕方以降(17時〜),再診,4
放射線治療科,4,午前(〜12時),再診,129
放射線治療科,4,午後前半(12-15時),再診,37
放射線治療科,4,午後後半(15-17時),再診,7
放射線治療科,4,夕方以降(17時〜),再診,1
放射線診断科,1,午前(〜12時),再診,1
放射線診断科,1,午後後半(15-17時),再診,1
放射線診断科,2,午後前半(12-15時),再診,2
救急科,0,午前(〜12時),再診,12
救急科,0,午前(〜12時),初診,7
救急科,0,午後前半(12-15時),再診,1
救急科,0,午後前半(12-15時),初診,12
救急科,0,午後後半(15-17時),再診,2
救急科,0,午後後半(15-17時),初診,8
救急科,0,夕方以降(17時〜),再診,1
救急科,0,夕方以降(17時〜),初診,4
救急科,1,午前(〜12時),再診,11
救急科,1,午前(〜12時),初診,17
救急科,1,午後前半(12-15時),再診,4
救急科,1,午後前半(12-15時),初診,12
救急科,1,午後後半(15-17時),再診,8
救急科,1,午後後半(15-17時),初診,4
救急科,1,夕方以降(17時〜),再診,3
救急科,1,夕方以降(17時〜),初診,6
救急科,2,午前(〜12時),再診,7
救急科,2,午前(〜12時),初診,17
救急科,2,午後前半(12-15時),再診,5
救急科,2,午後前半(12-15時),初診,9
救急科,2,午後後半(15-17時),再診,5
救急科,2,午後後半(15-17時),初診,7
救急科,2,夕方以降(17時〜),再診,1
救急科,2,夕方以降(17時〜),初診,9
救急科,3,午前(〜12時),再診,14
救急科,3,午前(〜12時),初診,15
救急科,3,午後前半(12-15時),再診,2
救急科,3,午後前半(12-15時),初診,13
救急科,3,午後後半(15-17時),再診,4
救急科,3,午後後半(15-17時),初診,6
救急科,3,夕方以降(17時〜),再診,3
救急科,3,夕方以降(17時〜),初診,6
救急科,4,午前(〜12時),再診,5
救急科,4,午前(〜12時),初診,17
救急科,4,午後前半(12-15時),再診,3
救急科,4,午後前半(12-15時),初診,13
救急科,4,午後後半(15-17時),再診,1
救急科,4,午後後半(15-17時),初診,3
救急科,4,夕方以降(17時〜),再診,1
救急科,4,夕方以降(17時〜),初診,3
救急科,5,午前(〜12時),再診,8
救急科,5,午前(〜12時),初診,10
救急科,5,午後前半(12-15時),再診,5
救急科,5,午後前半(12-15時),初診,9
救急科,5,午後後半(15-17時),再診,3
救急科,5,午後後半(15-17時),初診,9
救急科,5,夕方以降(17時〜),再診,1
救急科,5,夕方以降(17時〜),初診,4
救急科,6,午前(〜12時),再診,10
救急科,6,午前(〜12時),初診,7
救急科,6,午後前半(12-15時),再診,3
救急科,6,午後前半(12-15時),初診,8
救急科,6,午後後半(15-17時),再診,4
救急科,6,午後後半(15-17時),初診,6
救急科,6,夕方以降(17時〜),再診,2
救急科,6,夕方以降(17時〜),初診,6
整形外科,0,午前(〜12時),再診,186
整形外科,0,午前(〜12時),初診,27
整形外科,0,午後前半(12-15時),再診,38
整形外科,0,午後前半(12-15時),初診,2
整形外科,0,午後後半(15-17時),再診,6
整形外科,0,夕方以降(17時〜),再診,3
整形外科,0,夕方以降(17時〜),初診,2
整形外科,1,午前(〜12時),再診,437
整形外科,1,午前(〜12時),初診,49
整形外科,1,午後前半(12-15時),再診,48
整形外科,1,午後前半(12-15時),初診,9
整形外科,1,午後後半(15-17時),再診,10
整形外科,1,午後後半(15-17時),初診,2
整形外科,1,夕方以降(17時〜),再診,4
整形外科,1,夕方以降(17時〜),初診,2
整形外科,2,午前(〜12時),再診,177
整形外科,2,午前(〜12時),初診,26
整形外科,2,午後前半(12-15時),再診,55
整形外科,2,午後前半(12-15時),初診,6
整形外科,2,午後後半(15-17時),再診,2
整形外科,2,午後後半(15-17時),初診,1
整形外科,2,夕方以降(17時〜),初診,1
整形外科,3,午前(〜12時),再診,214
整形外科,3,午前(〜12時),初診,37
整形外科,3,午後前半(12-15時),再診,50
整形外科,3,午後前半(12-15時),初診,5
整形外科,3,午後後半(15-17時),再診,12
整形外科,3,夕方以降(17時〜),再診,4
整形外科,4,午前(〜12時),再診,267
整形外科,4,午前(〜12時),初診,43
整形外科,4,午後前半(12-15時),再診,44
整形外科,4,午後前半(12-15時),初診,3
整形外科,4,午後後半(15-17時),再診,31
整形外科,4,夕方以降(17時〜),再診,15
整形外科,5,夕方以降(17時〜),再診,1
整形外科,6,午前(〜12時),再診,1
整形外科,6,午後前半(12-15時),再診,1
整形外科,6,午後後半(15-17時),再診,1
整形外科,6,午後後半(15-17時),初診,2
整形外科,6,夕方以降(17時〜),再診,2
整形外科,6,夕方以降(17時〜),初診,1
歯科口腔外科,0,午前(〜12時),再診,115
歯科口腔外科,0,午前(〜12時),初診,29
歯科口腔外科,0,午後前半(12-15時),再診,41
歯科口腔外科,0,午後前半(12-15時),初診,3
歯科口腔外科,0,午後後半(15-17時),再診,12
歯科口腔外科,1,午前(〜12時),再診,165
歯科口腔外科,1,午前(〜12時),初診,45
歯科口腔外科,1,午後前半(12-15時),再診,72
歯科口腔外科,1,午後前半(12-15時),初診,1
歯科口腔外科,1,午後後半(15-17時),再診,17
歯科口腔外科,1,夕方以降(17時〜),再診,1
歯科口腔外科,2,午前(〜12時),再診,71
歯科口腔外科,2,午前(〜12時),初診,69
歯科口腔外科,2,午後前半(12-15時),再診,46
歯科口腔外科,2,午後前半(12-15時),初診,3
歯科口腔外科,2,午後後半(15-17時),再診,11
歯科口腔外科,3,午前(〜12時),再診,181
歯科口腔外科,3,午前(〜12時),初診,66
歯科口腔外科,3,午後前半(12-15時),再診,64
歯科口腔外科,3,午後後半(15-17時),再診,15
歯科口腔外科,3,夕方以降(17時〜),再診,1
歯科口腔外科,4,午前(〜12時),再診,94
歯科口腔外科,4,午前(〜12時),初診,35
歯科口腔外科,4,午後前半(12-15時),再診,22
歯科口腔外科,4,午後後半(15-17時),再診,14
歯科口腔外科,4,夕方以降(17時〜),再診,1
歯科口腔外科,5,午前(〜12時),再診,1
泌尿器科,0,午前(〜12時),再診,514
泌尿器科,0,午前(〜12時),初診,12
泌尿器科,0,午後前半(12-15時),再診,105
泌尿器科,0,午後前半(12-15時),初診,3
泌尿器科,0,午後後半(15-17時),再診,7
泌尿器科,0,夕方以降(17時〜),再診,2
泌尿器科,1,午前(〜12時),再診,577
泌尿器科,1,午前(〜12時),初診,25
泌尿器科,1,午後前半(12-15時),再診,136
泌尿器科,1,午後前半(12-15時),初診,3
泌尿器科,1,午後後半(15-17時),再診,4
泌尿器科,1,午後後半(15-17時),初診,1
泌尿器科,1,夕方以降(17時〜),再診,4
泌尿器科,2,午前(〜12時),再診,854
泌尿器科,2,午前(〜12時),初診,15
泌尿器科,2,午後前半(12-15時),再診,312
泌尿器科,2,午後前半(12-15時),初診,9
泌尿器科,2,午後後半(15-17時),再診,22
泌尿器科,2,夕方以降(17時〜),再診,1
泌尿器科,2,夕方以降(17時〜),初診,1
泌尿器科,3,午前(〜12時),再診,136
泌尿器科,3,午前(〜12時),初診,12
泌尿器科,3,午後前半(12-15時),再診,22
泌尿器科,3,午後前半(12-15時),初診,2
泌尿器科,3,午後後半(15-17時),再診,3
泌尿器科,4,午前(〜12時),再診,573
泌尿器科,4,午前(〜12時),初診,20
泌尿器科,4,午後前半(12-15時),再診,178
泌尿器科,4,午後前半(12-15時),初診,16
泌尿器科,4,午後後半(15-17時),再診,15
泌尿器科,4,夕方以降(17時〜),再診,3
泌尿器科,4,夕方以降(17時〜),初診,1
泌尿器科,5,夕方以降(17時〜),初診,3
泌尿器科,6,午前(〜12時),再診,7
泌尿器科,6,午前(〜12時),初診,1
消化器内科,0,午前(〜12時),再診,199
消化器内科,0,午前(〜12時),初診,22
消化器内科,0,午後前半(12-15時),再診,101
消化器内科,0,午後前半(12-15時),初診,6
消化器内科,0,午後後半(15-17時),再診,3
消化器内科,0,午後後半(15-17時),初診,1
消化器内科,0,夕方以降(17時〜),再診,1
消化器内科,1,午前(〜12時),再診,206
消化器内科,1,午前(〜12時),初診,36
消化器内科,1,午後前半(12-15時),再診,79
消化器内科,1,午後前半(12-15時),初診,1
消化器内科,1,午後後半(15-17時),再診,2
消化器内科,1,午後後半(15-17時),初診,1
消化器内科,1,夕方以降(17時〜),再診,5
消化器内科,1,夕方以降(17時〜),初診,1
消化器内科,2,午前(〜12時),再診,242
消化器内科,2,午前(〜12時),初診,20
