診療科名,曜日,時間帯ゾーン,初再診区分,件数
リウマチ膠原病内科,0,午後前半(12-15時),再診,8
リウマチ膠原病内科,1,午前(〜12時),再診,132
リウマチ膠原病内科,1,午前(〜12時),初診,3
リウマチ膠原病内科,1,午後前半(12-15時),再診,5
リウマチ膠原病内科,1,午後後半(15-17時),再診,3
リウマチ膠原病内科,2,午前(〜12時),再診,172
リウマチ膠原病内科,2,午前(〜12時),初診,2
リウマチ膠原病内科,2,午後前半(12-15時),再診,57
リウマチ膠原病内科,2,午後前半(12-15時),初診,6
リウマチ膠原病内科,2,午後後半(15-17時),再診,2
リウマチ膠原病内科,3,午前(〜12時),再診,148
リウマチ膠原病内科,3,午前(〜12時),初診,3
リウマチ膠原病内科,3,午後前半(12-15時),再診,37
リウマチ膠原病内科,3,夕方以降(17時〜),再診,1
リウマチ膠原病内科,4,午前(〜12時),再診,122
リウマチ膠原病内科,4,午後前半(12-15時),再診,32
一般消化器外科,0,午前(〜12時),再診,74
一般消化器外科,0,午前(〜12時),初診,2
一般消化器外科,0,午後前半(12-15時),再診,38
一般消化器外科,0,午後前半(12-15時),初診,8
一般消化器外科,0,午後後半(15-17時),再診,8
一般消化器外科,0,夕方以降(17時〜),再診,1
一般消化器外科,1,午前(〜12時),再診,138
一般消化器外科,1,午前(〜12時),初診,5
一般消化器外科,1,午後前半(12-15時),再診,18
一般消化器外科,1,午後後半(15-17時),初診,1
一般消化器外科,1,夕方以降(17時〜),再診,1
一般消化器外科,2,午前(〜12時),再診,197
一般消化器外科,2,午前(〜12時),初診,2
一般消化器外科,2,午後前半(12-15時),再診,36
一般消化器外科,2,午後前半(12-15時),初診,2
一般消化器外科,2,午後後半(15-17時),再診,1
一般消化器外科,2,夕方以降(17時〜),初診,1
一般消化器外科,3,午前(〜12時),再診,161
一般消化器外科,3,午前(〜12時),初診,11
一般消化器外科,3,午後前半(12-15時),再診,28
一般消化器外科,3,午後前半(12-15時),初診,3
一般消化器外科,3,午後後半(15-17時),再診,9
一般消化器外科,4,午前(〜12時),再診,57
一般消化器外科,4,午前(〜12時),初診,4
一般消化器外科,4,午後前半(12-15時),再診,3
一般消化器外科,4,午後前半(12-15時),初診,1
一般消化器外科,4,午後後半(15-17時),再診,3
一般消化器外科,4,夕方以降(17時〜),初診,1
一般消化器外科,5,夕方以降(17時〜),初診,1
一般消化器外科,6,午後前半(12-15時),再診,1
中央処置室,0,午前(〜12時),再診,24
中央処置室,0,午後前半(12-15時),再診,5
中央処置室,1,午前(〜12時),再診,28
中央処置室,1,午後前半(12-15時),再診,6
中央処置室,2,午前(〜12時),再診,21
中央処置室,2,午後前半(12-15時),再診,8
中央処置室,3,午前(〜12時),再診,25
中央処置室,3,午後前半(12-15時),再診,5
中央処置室,4,午前(〜12時),再診,26
中央処置室,4,午後前半(12-15時),再診,2
中央処置室,4,午後後半(15-17時),再診,1
乳腺外科,0,午前(〜12時),再診,147
乳腺外科,0,午前(〜12時),初診,14
乳腺外科,0,午後前半(12-15時),再診,19
乳腺外科,0,午後後半(15-17時),再診,4
乳腺外科,1,午前(〜12時),再診,201
乳腺外科,1,午前(〜12時),初診,9
乳腺外科,1,午後前半(12-15時),再診,74
乳腺外科,1,午後前半(12-15時),初診,1
乳腺外科,1,午後後半(15-17時),再診,6
乳腺外科,2,午前(〜12時),再診,204
乳腺外科,2,午前(〜12時),初診,7
乳腺外科,2,午後前半(12-15時),再診,27
乳腺外科,2,午後後半(15-17時),再診,3
乳腺外科,3,午前(〜12時),再診,64
乳腺外科,3,午前(〜12時),初診,8
乳腺外科,3,午後前半(12-15時),再診,15
乳腺外科,3,午後後半(15-17時),再診,5
乳腺外科,4,午前(〜12時),再診,211
乳腺外科,4,午前(〜12時),初診,8
乳腺外科,4,午後前半(12-15時),再診,27
乳腺外科,4,午後後半(15-17時),再診,3
乳腺外科,5,午前(〜12時),再診,2
乳腺外科,5,夕方以降(17時〜),再診,1
乳腺外科,5,夕方以降(17時〜),初診,3
乳腺外科,6,午前(〜12時),再診,1
乳腺外科,6,午後前半(12-15時),再診,1
乳腺外科,6,午後後半(15-17時),初診,1
健診センター,1,午前(〜12時),再診,13
健診センター,1,午後前半(12-15時),再診,4
健診センター,2,午前(〜12時),再診,16
健診センター,2,午後前半(12-15時),再診,7
健診センター,3,午前(〜12時),再診,11
健診センター,3,午後前半(12-15時),再診,2
健診センター,4,午前(〜12時),再診,12
入退院支援センター,0,午前(〜12時),再診,75
入退院支援センター,0,午後前半(12-15時),再診,30
入退院支援センター,0,午後後半(15-17時),再診,1
入退院支援センター,1,午前(〜12時),再診,65
入退院支援センター,1,午後前半(12-15時),再診,24
入退院支援センター,1,午後後半(15-17時),再診,4
入退院支援センター,2,午前(〜12時),再診,85
入退院支援センター,2,午後前半(12-15時),再診,50
入退院支援センター,2,午後後半(15-17時),再診,9
入退院支援センター,3,午前(〜12時),再診,83
入退院支援センター,3,午後前半(12-15時),再診,25
入退院支援センター,4,午前(〜12時),再診,73
入退院支援センター,4,午後前半(12-15時),再診,35
入退院支援センター,4,午後後半(15-17時),再診,3
内科,0,午前(〜12時),再診,6
内科,0,午前(〜12時),初診,5
内科,0,午後前半(12-15時),初診,1
内科,0,夕方以降(17時〜),再診,10
内科,0,夕方以降(17時〜),初診,9
内科,1,午前(〜12時),再診,4
内科,1,午前(〜12時),初診,10
内科,1,午後前半(12-15時),初診,1
内科,1,夕方以降(17時〜),再診,6
内科,1,夕方以降(17時〜),初診,9
内科,2,午前(〜12時),再診,8
内科,2,午前(〜12時),初診,5
内科,2,午後前半(12-15時),初診,3
内科,2,夕方以降(17時〜),再診,8
内科,2,夕方以降(17時〜),初診,12
内科,3,午前(〜12時),再診,4
内科,3,午前(〜12時),初診,6
内科,3,午後前半(12-15時),初診,1
内科,3,夕方以降(17時〜),再診,11
内科,3,夕方以降(17時〜),初診,9
内科,4,午前(〜12時),再診,3
内科,4,午前(〜12時),初診,11
内科,4,夕方以降(17時〜),再診,6
内科,4,夕方以降(17時〜),初診,11
内科,5,午前(〜12時),再診,10
内科,5,午前(〜12時),初診,5
内科,5,午後前半(12-15時),再診,1
内科,5,午後前半(12-15時),初診,4
内科,5,午後後半(15-17時),再診,2
内科,5,午後後半(15-17時),初診,1
内科,5,夕方以降(17時〜),再診,3
内科,5,夕方以降(17時〜),初診,10
内科,6,午前(〜12時),再診,14
内科,6,午前(〜12時),初診,13
内科,6,午後前半(12-15時),再診,4
内科,6,午後前半(12-15時),初診,2
内科,6,午後後半(15-17時),再診,4
内科,6,夕方以降(17時〜),再診,8
内科,6,夕方以降(17時〜),初診,11
呼吸器内科,0,午前(〜12時),再診,103
呼吸器内科,0,午前(〜12時),初診,3
呼吸器内科,0,午後前半(12-15時),再診,43
呼吸器内科,0,午後前半(12-15時),初診,3
呼吸器内科,0,午後後半(15-17時),再診,1
呼吸器内科,1,午前(〜12時),再診,201
呼吸器内科,1,午前(〜12時),初診,12
呼吸器内科,1,午後前半(12-15時),再診,71
呼吸器内科,1,午後前半(12-15時),初診,8
呼吸器内科,1,午後後半(15-17時),再診,4
呼吸器内科,1,夕方以降(17時〜),再診,1
呼吸器内科,2,午前(〜12時),再診,141
呼吸器内科,2,午前(〜12時),初診,10
呼吸器内科,2,午後前半(12-15時),再診,76
呼吸器内科,2,午後前半(12-15時),初診,1
呼吸器内科,2,午後後半(15-17時),再診,6
呼吸器内科,2,夕方以降(17時〜),再診,1
呼吸器内科,3,午前(〜12時),再診,106
呼吸器内科,3,午前(〜12時),初診,7
呼吸器内科,3,午後前半(12-15時),再診,51
呼吸器内科,3,午後後半(15-17時),初診,1
呼吸器内科,4,午前(〜12時),再診,106
呼吸器内科,4,午前(〜12時),初診,11
呼吸器内科,4,午後前半(12-15時),再診,25
呼吸器内科,4,午後前半(12-15時),初診,4
呼吸器内科,5,午後前半(12-15時),再診,1
呼吸器内科,6,午後前半(12-15時),再診,1
呼吸器外科,0,午前(〜12時),再診,35
呼吸器外科,0,午前(〜12時),初診,1
呼吸器外科,0,午後前半(12-15時),再診,2
呼吸器外科,1,午後前半(12-15時),再診,1
呼吸器外科,2,午前(〜12時),再診,36
呼吸器外科,2,午前(〜12時),初診,1
呼吸器外科,2,午後前半(12-15時),再診,1
呼吸器外科,3,午前(〜12時),再診,39
呼吸器外科,3,午前(〜12時),初診,1
呼吸器外科,3,午後前半(12-15時),再診,25
呼吸器外科,3,午後後半(15-17時),再診,5
呼吸器外科,4,午前(〜12時),再診,3
呼吸器外科,4,午後前半(12-15時),再診,1
外来手術室,0,午前(〜12時),再診,53
外来手術室,0,午後前半(12-15時),再診,24
外来手術室,0,午後後半(15-17時),再診,2
外来手術室,1,午前(〜12時),再診,48
外来手術室,1,午後前半(12-15時),再診,4
外来手術室,2,午前(〜12時),再診,88
外来手術室,2,午後前半(12-15時),再診,26
外来手術室,2,午後後半(15-17時),再診,1
外来手術室,3,午前(〜12時),再診,54
外来手術室,3,午後前半(12-15時),再診,11
外来手術室,3,午後後半(15-17時),再診,1
外来手術室,4,午前(〜12時),再診,54
外来手術室,4,午後前半(12-15時),再診,6
外来手術室,4,午後後半(15-17時),再診,2
小児科,0,午前(〜12時),再診,41
小児科,0,午前(〜12時),初診,6
小児科,0,午後前半(12-15時),再診,16
小児科,0,午後前半(12-15時),初診,6
小児科,0,午後後半(15-17時),再診,11
小児科,0,午後後半(15-17時),初診,2
小児科,0,夕方以降(17時〜),再診,1
小児科,0,夕方以降(17時〜),初診,5
小児科,1,午前(〜12時),再診,49
小児科,1,午前(〜12時),初診,8
小児科,1,午後前半(12-15時),再診,7
小児科,1,午後後半(15-17時),再診,11
小児科,1,夕方以降(17時〜),初診,2
小児科,2,午前(〜12時),再診,60
小児科,2,午前(〜12時),初診,10
小児科,2,午後前半(12-15時),再診,12
小児科,2,午後前半(12-15時),初診,2
小児科,2,午後後半(15-17時),再診,15
小児科,2,夕方以降(17時〜),初診,2
小児科,3,午前(〜12時),再診,50
小児科,3,午前(〜12時),初診,12
小児科,3,午後前半(12-15時),再診,16
小児科,3,午後前半(12-15時),初診,5
小児科,3,午後後半(15-17時),再診,3
小児科,3,夕方以降(17時〜),初診,1
小児科,4,午前(〜12時),再診,46
小児科,4,午前(〜12時),初診,13
小児科,4,午後前半(12-15時),再診,9
小児科,4,午後前半(12-15時),初診,1
小児科,4,午後後半(15-17時),再診,16
小児科,4,午後後半(15-17時),初診,1
小児科,4,夕方以降(17時〜),初診,1
小児科,5,午前(〜12時),初診,1
小児科,5,午後前半(12-15時),再診,1
小児科,5,午後前半(12-15時),初診,3
小児科,5,夕方以降(17時〜),再診,2
小児科,5,夕方以降(17時〜),初診,1
小児科,6,午前(〜12時),初診,2
小児科,6,午後前半(12-15時),初診,1
小児科,6,夕方以降(17時〜),初診,5
形成外科,0,午前(〜12時),再診,78
形成外科,0,午前(〜12時),初診,2
形成外科,0,午後前半(12-15時),再診,13
形成外科,0,午後後半(15-17時),再診,1
形成外科,0,夕方以降(17時〜),初診,1
形成外科,1,午前(〜12時),再診,77
形成外科,1,午前(〜12時),初診,4
形成外科,1,午後前半(12-15時),再診,14
形成外科,1,午後前半(12-15時),初診,2
形成外科,1,午後後半(15-17時),再診,1
形成外科,1,夕方以降(17時〜),再診,1
形成外科,2,午前(〜12時),再診,18
形成外科,2,午後前半(12-15時),再診,1
形成外科,2,午後後半(15-17時),再診,1
形成外科,3,午前(〜12時),再診,49
形成外科,3,午前(〜12時),初診,5
形成外科,3,午後前半(12-15時),再診,21
形成外科,3,午後後半(15-17時),再診,1
形成外科,4,午前(〜12時),再診,71
形成外科,4,午前(〜12時),初診,6
形成外科,4,午後前半(12-15時),再診,4
形成外科,4,午後後半(15-17時),再診,2
形成外科,4,夕方以降(17時〜),再診,2
形成外科,5,午前(〜12時),再診,1
形成外科,5,午後前半(12-15時),再診,1
循環器内科,0,午前(〜12時),再診,160
循環器内科,0,午前(〜12時),初診,25
循環器内科,0,午後前半(12-15時),再診,44
循環器内科,0,午後前半(12-15時),初診,1
循環器内科,0,午後後半(15-17時),再診,13
循環器内科,0,午後後半(15-17時),初診,1
循環器内科,0,夕方以降(17時〜),初診,1
循環器内科,1,午前(〜12時),再診,101
循環器内科,1,午前(〜12時),初診,19
循環器内科,1,午後前半(12-15時),再診,47
循環器内科,1,午後前半(12-15時),初診,1
循環器内科,1,午後後半(15-17時),再診,11
循環器内科,1,夕方以降(17時〜),再診,2
循環器内科,1,夕方以降(17時〜),初診,1
循環器内科,2,午前(〜12時),再診,255
循環器内科,2,午前(〜12時),初診,32
循環器内科,2,午後前半(12-15時),再診,29
循環器内科,2,午後前半(12-15時),初診,3
循環器内科,2,午後後半(15-17時),再診,1
循環器内科,2,夕方以降(17時〜),再診,3
循環器内科,2,夕方以降(17時〜),初診,1
循環器内科,3,午前(〜12時),再診,101
循環器内科,3,午前(〜12時),初診,7
循環器内科,3,午後前半(12-15時),再診,107
循環器内科,3,午後前半(12-15時),初診,2
循環器内科,3,午後後半(15-17時),再診,17
循環器内科,3,夕方以降(17時〜),再診,6
循環器内科,3,夕方以降(17時〜),初診,2
循環器内科,4,午前(〜12時),再診,164
循環器内科,4,午前(〜12時),初診,8
循環器内科,4,午後前半(12-15時),再診,57
循環器内科,4,午後前半(12-15時),初診,6
循環器内科,4,午後後半(15-17時),再診,6
循環器内科,4,午後後半(15-17時),初診,1
循環器内科,4,夕方以降(17時〜),再診,7
循環器内科,4,夕方以降(17時〜),初診,2
循環器内科,5,午前(〜12時),初診,1
循環器内科,5,午後前半(12-15時),再診,1
循環器内科,5,午後後半(15-17時),再診,1
循環器内科,5,夕方以降(17時〜),再診,1
循環器内科,5,夕方以降(17時〜),初診,1
循環器内科,6,午前(〜12時),再診,2
循環器内科,6,午前(〜12時),初診,3
循環器内科,6,午後後半(15-17時),初診,1
循環器内科,6,夕方以降(17時〜),初診,1
心臓血管外科,0,午前(〜12時),再診,1
心臓血管外科,0,午後前半(12-15時),再診,1
心臓血管外科,1,午前(〜12時),再診,20
心臓血管外科,1,午前(〜12時),初診,2
心臓血管外科,1,午後前半(12-15時),再診,6
心臓血管外科,2,午前(〜12時),再診,1
心臓血管外科,3,午前(〜12時),再診,1
心臓血管外科,3,午後後半(15-17時),再診,1
心臓血管外科,4,午前(〜12時),再診,43
心臓血管外科,4,午後前半(12-15時),再診,12
心臓血管外科,4,午後前半(12-15時),初診,1
心臓血管外科,5,午後後半(15-17時),初診,1
感染症,0,午前(〜12時),再診,2
感染症,0,午後後半(15-17時),再診,2
感染症,1,午前(〜12時),再診,7
感染症,1,午後前半(12-15時),再診,1
感染症,2,午前(〜12時),再診,1
感染症,2,午後前半(12-15時),再診,1
感染症,2,午後後半(15-17時),再診,1
感染症,3,午前(〜12時),再診,2
感染症,4,午前(〜12時),再診,3
感染症,4,午後前半(12-15時),再診,1
感染症,4,午後後半(15-17時),再診,2
放射線治療科,0,午前(〜12時),再診,109
放射線治療科,0,午前(〜12時),初診,2
放射線治療科,0,午後前半(12-15時),再診,40
放射線治療科,0,午後後半(15-17時),再診,5
放射線治療科,0,夕方以降(17時〜),再診,1
放射線治療科,1,午前(〜12時),再診,107
放射線治療科,1,午後前半(12-15時),再診,24
放射線治療科,1,午後後半(15-17時),再診,7
放射線治療科,1,夕方以降(17時〜),再診,1
放射線治療科,2,午前(〜12時),再診,140
放射線治療科,2,午後前半(12-15時),再診,61
放射線治療科,2,午後前半(12-15時),初診,3
放射線治療科,2,午後後半(15-17時),再診,6
放射線治療科,3,午前(〜12時),再診,63
放射線治療科,3,午前(〜12時),初診,4
放射線治療科,3,午後前半(12-15時),再診,20
放射線治療科,3,午後後半(15-17時),再診,6
放射線治療科,3,夕方以降(17時〜),再診,1
放射線治療科,4,午前(〜12時),再診,106
放射線治療科,4,午後前半(12-15時),再診,33
放射線治療科,4,午後後半(15-17時),再診,10
放射線治療科,4,夕方以降(17時〜),再診,1
放射線診断科,2,午前(〜12時),再診,2
救急科,0,午前(〜12時),再診,8
救急科,0,午前(〜12時),初診,9
救急科,0,午後前半(12-15時),再診,2
救急科,0,午後前半(12-15時),初診,6
救急科,0,午後後半(15-17時),再診,1
救急科,0,午後後半(15-17時),初診,6
救急科,0,夕方以降(17時〜),再診,2
救急科,0,夕方以降(17時〜),初診,5
救急科,1,午前(〜12時),再診,4
救急科,1,午前(〜12時),初診,8
救急科,1,午後前半(12-15時),再診,1
救急科,1,午後前半(12-15時),初診,4
救急科,1,午後後半(15-17時),再診,1
救急科,1,午後後半(15-17時),初診,4
救急科,1,夕方以降(17時〜),初診,2
救急科,2,午前(〜12時),再診,8
救急科,2,午前(〜12時),初診,11
救急科,2,午後前半(12-15時),再診,1
救急科,2,午後前半(12-15時),初診,13
救急科,2,午後後半(15-17時),再診,8
救急科,2,午後後半(15-17時),初診,3
救急科,2,夕方以降(17時〜),再診,2
救急科,2,夕方以降(17時〜),初診,8
救急科,3,午前(〜12時),再診,3
救急科,3,午前(〜12時),初診,9
救急科,3,午後前半(12-15時),再診,3
救急科,3,午後前半(12-15時),初診,5
救急科,3,午後後半(15-17時),再診,2
救急科,3,午後後半(15-17時),初診,6
救急科,3,夕方以降(17時〜),初診,5
救急科,4,午前(〜12時),再診,7
救急科,4,午前(〜12時),初診,10
救急科,4,午後前半(12-15時),再診,3
救急科,4,午後前半(12-15時),初診,7
救急科,4,午後後半(15-17時),再診,2
救急科,4,午後後半(15-17時),初診,6
救急科,4,夕方以降(17時〜),再診,3
救急科,4,夕方以降(17時〜),初診,4
救急科,5,午前(〜12時),再診,8
救急科,5,午前(〜12時),初診,9
救急科,5,午後前半(12-15時),再診,2
救急科,5,午後前半(12-15時),初診,2
救急科,5,午後後半(15-17時),再診,5
救急科,5,午後後半(15-17時),初診,5
救急科,5,夕方以降(17時〜),再診,1
救急科,5,夕方以降(17時〜),初診,4
救急科,6,午前(〜12時),再診,4
救急科,6,午前(〜12時),初診,2
救急科,6,午後前半(12-15時),再診,4
救急科,6,午後前半(12-15時),初診,6
救急科,6,午後後半(15-17時),再診,1
救急科,6,午後後半(15-17時),初診,4
救急科,6,夕方以降(17時〜),初診,3
整形外科,0,午前(〜12時),再診,168
整形外科,0,午前(〜12時),初診,29
整形外科,0,午後前半(12-15時),再診,36
整形外科,0,午後前半(12-15時),初診,4
整形外科,0,午後後半(15-17時),再診,5
整形外科,0,午後後半(15-17時),初診,1
整形外科,0,夕方以降(17時〜),再診,1
整形外科,1,午前(〜12時),再診,272
整形外科,1,午前(〜12時),初診,32
整形外科,1,午後前半(12-15時),再診,28
整形外科,1,午後前半(12-15時),初診,3
整形外科,1,午後後半(15-17時),再診,6
整形外科,1,午後後半(15-17時),初診,1
整形外科,1,夕方以降(17時〜),再診,4
整形外科,1,夕方以降(17時〜),初診,2
整形外科,2,午前(〜12時),再診,202
整形外科,2,午前(〜12時),初診,40
整形外科,2,午後前半(12-15時),再診,57
整形外科,2,午後前半(12-15時),初診,3
整形外科,2,午後後半(15-17時),初診,1
整形外科,2,夕方以降(17時〜),再診,1
整形外科,3,午前(〜12時),再診,166
整形外科,3,午前(〜12時),初診,23
整形外科,3,午後前半(12-15時),再診,46
整形外科,3,午後前半(12-15時),初診,3
整形外科,3,午後後半(15-17時),再診,8
整形外科,3,午後後半(15-17時),初診,1
整形外科,3,夕方以降(17時〜),再診,2
整形外科,3,夕方以降(17時〜),初診,1
整形外科,4,午前(〜12時),再診,152
整形外科,4,午前(〜12時),初診,21
整形外科,4,午後前半(12-15時),再診,38
整形外科,4,午後前半(12-15時),初診,1
整形外科,4,午後後半(15-17時),再診,24
整形外科,4,夕方以降(17時〜),再診,16
整形外科,4,夕方以降(17時〜),初診,1
整形外科,5,午前(〜12時),初診,1
整形外科,5,夕方以降(17時〜),再診,2
整形外科,5,夕方以降(17時〜),初診,1
整形外科,6,午前(〜12時),初診,1
歯科口腔外科,0,午前(〜12時),再診,94
歯科口腔外科,0,午前(〜12時),初診,26
歯科口腔外科,0,午後前半(12-15時),再診,28
歯科口腔外科,0,午後後半(15-17時),再診,16
歯科口腔外科,0,夕方以降(17時〜),再診,1
歯科口腔外科,1,午前(〜12時),再診,105
歯科口腔外科,1,午前(〜12時),初診,30
歯科口腔外科,1,午後前半(12-15時),再診,34
歯科口腔外科,1,午後前半(12-15時),初診,1
歯科口腔外科,1,午後後半(15-17時),再診,14
歯科口腔外科,1,夕方以降(17時〜),再診,1
歯科口腔外科,2,午前(〜12時),再診,31
歯科口腔外科,2,午前(〜12時),初診,40
歯科口腔外科,2,午後前半(12-15時),再診,18
歯科口腔外科,2,午後前半(12-15時),初診,2
歯科口腔外科,2,午後後半(15-17時),再診,15
歯科口腔外科,2,午後後半(15-17時),初診,1
歯科口腔外科,2,夕方以降(17時〜),再診,1
歯科口腔外科,3,午前(〜12時),再診,93
歯科口腔外科,3,午前(〜12時),初診,36
歯科口腔外科,3,午後前半(12-15時),再診,31
歯科口腔外科,3,午後後半(15-17時),再診,14
歯科口腔外科,4,午前(〜12時),再診,55
歯科口腔外科,4,午前(〜12時),初診,17
歯科口腔外科,4,午後前半(12-15時),再診,12
歯科口腔外科,4,午後前半(12-15時),初診,3
歯科口腔外科,4,午後後半(15-17時),再診,9
歯科口腔外科,5,午前(〜12時),再診,4
泌尿器科,0,午前(〜12時),再診,459
泌尿器科,0,午前(〜12時),初診,17
泌尿器科,0,午後前半(12-15時),再診,102
泌尿器科,0,午後前半(12-15時),初診,2
泌尿器科,0,午後後半(15-17時),再診,6
泌尿器科,1,午前(〜12時),再診,507
泌尿器科,1,午前(〜12時),初診,12
泌尿器科,1,午後前半(12-15時),再診,108
泌尿器科,1,午後前半(12-15時),初診,2
泌尿器科,1,午後後半(15-17時),再診,9
泌尿器科,1,夕方以降(17時〜),再診,1
泌尿器科,2,午前(〜12時),再診,747
泌尿器科,2,午前(〜12時),初診,9
泌尿器科,2,午後前半(12-15時),再診,228
泌尿器科,2,午後前半(12-15時),初診,7
泌尿器科,2,午後後半(15-17時),再診,18
泌尿器科,2,夕方以降(17時〜),再診,12
泌尿器科,2,夕方以降(17時〜),初診,1
泌尿器科,3,午前(〜12時),再診,87
泌尿器科,3,午前(〜12時),初診,9
泌尿器科,3,午後前半(12-15時),再診,7
泌尿器科,3,午後前半(12-15時),初診,1
泌尿器科,3,夕方以降(17時〜),再診,1
泌尿器科,3,夕方以降(17時〜),初診,2
泌尿器科,4,午前(〜12時),再診,436
泌尿器科,4,午前(〜12時),初診,12
泌尿器科,4,午後前半(12-15時),再診,145
泌尿器科,4,午後前半(12-15時),初診,11
泌尿器科,4,午後後半(15-17時),再診,13
泌尿器科,4,夕方以降(17時〜),再診,1
泌尿器科,4,夕方以降(17時〜),初診,1
泌尿器科,5,午前(〜12時),初診,2
消化器内科,0,午前(〜12時),再診,191
消化器内科,0,午前(〜12時),初診,16
消化器内科,0,午後前半(12-15時),再診,71
消化器内科,0,午後前半(12-15時),初診,3
消化器内科,0,午後後半(15-17時),再診,4
消化器内科,0,午後後半(15-17時),初診,1
消化器内科,0,夕方以降(17時〜),再診,1
消化器内科,0,夕方以降(17時〜),初診,2
消化器内科,1,午前(〜12時),再診,106
消化器内科,1,午前(〜12時),初診,20
消化器内科,1,午後前半(12-15時),再診,52
消化器内科,1,午後前半(12-15時),初診,4
消化器内科,1,午後後半(15-17時),再診,6
消化器内科,1,午後後半(15-17時),初診,1
消化器内科,2,午前(〜12時),再診,188
消化器内科,2,午前(〜12時),初診,26
消化器内科,2,午後前半(12-15時),再診,63
消化器内科,2,午後前半(12-15時),初診,2
消化器内科,2,午後後半(15-17時),再診,3
消化器内科,3,午前(〜12時),再診,118
消化器内科,3,午前(〜12時),初診,17
消化器内科,3,午後前半(12-15時),再診,52
消化器内科,3,午後後半(15-17時),再診,3
消化器内科,4,午前(〜12時),再診,148
消化器内科,4,午前(〜12時),初診,25
消化器内科,4,午後前半(12-15時),再診,51
消化器内科,4,午後前半(12-15時),初診,1
消化器内科,4,午後後半(15-17時),再診,6
消化器内科,4,夕方以降(17時〜),再診,1
消化器内科,5,午後前半(12-15時),再診,1
消化器内科,6,午後前半(12-15時),再診,2
消化器内科,6,午後後半(15-17時),再診,2
産婦人科,0,午前(〜12時),再診,232
産婦人科,0,午前(〜12時),初診,12
産婦人科,0,午後前半(12-15時),再診,76
産婦人科,0,午後後半(15-17時),再診,14
産婦人科,0,夕方以降(17時〜),再診,1
産婦人科,0,夕方以降(17時〜),初診,1
産婦人科,1,午前(〜12時),再診,120
産婦人科,1,午前(〜12時),初診,14
産婦人科,1,午後前半(12-15時),再診,34
産婦人科,1,午後前半(12-15時),初診,1
